科系代碼,學校,科系,招收人數,國文檢定,英文檢定,數學檢定,社會檢定,自然檢定,總級分檢定,英聽檢定,國文倍率,英文倍率,數學倍率,社會倍率,自然倍率,總級分倍率,第二試時間(起),第二試時間(訖),篩選一,篩選二,篩選三,篩選四,篩選五,篩選六,超額篩選
051172,長榮大學,科技管理學位學程企業營運管理組,12,底標,--,--,--,--,--,--,10,--,--,7,--,4,105.4.9,105.4.10,國=7,社=6,總=24,,,,無
051182,長榮大學,觀光與餐飲管理學系,30,底標,--,--,--,--,--,--,3,--,--,15,--,--,105.4.9,105.4.10,社=6,國=10,,,,,有
051192,長榮大學,觀光與餐飲管理學系觀光產學組,10,底標,--,--,--,--,--,--,5,--,--,15,--,--,105.4.9,105.4.10,社=4,國=9,,,,,有
051202,長榮大學,觀光與餐飲管理學系餐飲產學組,10,底標,--,--,--,--,--,--,5,--,--,15,--,--,105.4.9,105.4.10,社=4,國=10,,,,,有
051212,長榮大學,國際會展管理學士學位學程國際行銷貿易組,14,底標,--,--,--,--,--,--,3.5,--,--,15,--,--,105.4.9,105.4.10,社=5,國=8,,,,,有
051222,長榮大學,國際會展管理學士學位學程會展規劃管理組,11,底標,--,--,--,--,--,--,4.5,--,--,15,--,--,105.4.9,105.4.10,社=5,國=8,,,,,有
051232,長榮大學,國際財務與商務管理學士學位學程國際財務組,13,底標,--,--,--,--,--,--,3.5,--,--,15,--,--,105.4.9,105.4.10,社=6,國=8,,,,,有
051242,長榮大學,國際財務與商務管理學士學位學程國際商務組,14,底標,--,--,--,--,--,--,3.5,--,--,15,--,--,105.4.9,105.4.10,社=5,國=9,,,,,有
051252,長榮大學,不動產財務金融學士學位學程金融與管理組,13,--,--,--,--,--,底標,--,--,--,--,--,--,3.5,105.4.9,105.4.10,總=30,,,,,,有
051262,長榮大學,不動產財務金融學士學位學程投資與理財組,13,--,--,--,--,--,底標,--,--,--,--,--,--,3.5,105.4.9,105.4.10,總=30,,,,,,有
051272,長榮大學,醫務管理學系醫療機構組,22,底標,--,--,--,--,--,--,3,--,--,15,--,--,105.4.9,105.4.10,社=5,國=9,,,,,有
051282,長榮大學,醫務管理學系長期照護組,10,底標,--,--,--,--,--,--,5,--,--,15,--,--,105.4.9,105.4.10,社=4,國=8,,,,,有
051292,長榮大學,職業安全與衛生學系職業衛生組,10,底標,--,--,--,--,--,--,5,--,--,--,--,--,105.4.9,105.4.10,國=8,,,,,,有
051302,長榮大學,職業安全與衛生學系職業安全組,10,底標,--,--,--,--,--,--,5,--,--,--,--,--,105.4.9,105.4.10,國=8,,,,,,有
051312,長榮大學,職業安全與衛生學系安全衛生管理組,35,底標,--,--,--,--,--,--,3,--,--,--,--,--,105.4.9,105.4.10,國=8,,,,,,有
051322,長榮大學,護理學系,41,--,--,--,--,--,底標,--,15,--,--,3,--,--,105.4.9,105.4.10,國=7,社=11,,,,,有
051332,長榮大學,護理學系(公費生),2,--,--,--,--,--,底標,--,15,--,--,5,--,--,105.4.9,105.4.10,國=8,社=11,,,,,有
051342,長榮大學,生物科技學系,16,底標,--,--,--,--,--,--,3,--,--,--,15,--,105.4.9,105.4.10,自=4,國=10,,,,,有
051352,長榮大學,生物科技學系生物產業經營管理組,9,底標,--,--,--,--,--,--,5.5,--,--,15,--,--,105.4.9,105.4.10,社=5,國=7,,,,,無
051362,長榮大學,健康心理學系,31,--,--,--,--,--,底標,--,--,--,--,--,--,3,105.4.9,105.4.10,總=40,,,,,,有
051372,長榮大學,保健營養學系,25,底標,--,--,--,--,--,--,3,--,--,--,15,10,105.4.9,105.4.10,自=4,總=19,國=10,,,,有
051382,長榮大學,醫藥科學產業學士學位學程醫學科學組,20,--,--,--,--,--,底標,--,--,5,--,--,3,10,105.4.9,105.4.10,總=28,英=3,自=4,,,,無
051392,長榮大學,醫藥科學產業學士學位學程醫藥產業組,10,--,--,--,--,--,底標,--,--,6,--,--,5,10,105.4.9,105.4.10,總=28,英=3,自=4,,,,無
051402,長榮大學,環境與食品安全檢驗學士學位學程環境檢驗組,10,--,--,--,--,底標,--,--,--,--,5,--,--,--,105.4.9,105.4.10,數=3,,,,,,有
051412,長榮大學,環境與食品安全檢驗學士學位學程食品檢驗組,10,--,--,--,--,底標,--,--,--,--,--,--,5,--,105.4.9,105.4.10,自=8,,,,,,有
051422,長榮大學,環境與食品安全檢驗學士學位學程職場檢測組,10,底標,--,--,--,--,--,--,5,--,--,--,--,--,105.4.9,105.4.10,國=7,,,,,,無
051432,長榮大學,消防安全學士學位學程消防防災技術組,10,底標,--,--,--,--,--,--,5,--,--,--,15,--,105.4.9,105.4.10,自=4,國=8,,,,,有
051442,長榮大學,消防安全學士學位學程消防實務管理組,18,底標,--,--,--,--,--,--,3,--,--,--,15,--,105.4.9,105.4.10,自=3,國=7,,,,,有
051452,長榮大學,大眾傳播學系,54,底標,--,--,--,--,--,--,3,--,--,--,--,--,105.4.9,105.4.10,國=11,,,,,,有
051462,長榮大學,翻譯學系,40,--,--,--,--,--,底標,--,10,3,--,--,--,--,105.4.9,105.4.10,國=5,英=9,,,,,有
051472,長榮大學,翻譯學系經貿翻譯組,10,--,--,--,--,--,底標,--,10,5,--,--,--,--,105.4.9,105.4.10,國=6,英=6,,,,,無
051482,長榮大學,翻譯學系新聞翻譯組,10,--,--,--,--,--,底標,--,10,5,--,--,--,--,105.4.9,105.4.10,國=6,英=6,,,,,無
051492,長榮大學,社會工作學系社工專業組,15,底標,--,--,--,--,--,--,15,--,--,3,--,--,105.4.9,105.4.10,國=9,社=11,,,,,有
051502,長榮大學,社會工作學系長期照護服務管理組,15,底標,--,--,--,--,--,--,15,--,--,3,--,--,105.4.9,105.4.10,國=7,社=10,,,,,有
051512,長榮大學,應用日語學系語文溝通組,35,底標,--,--,--,--,--,--,15,3,--,--,--,--,105.4.9,105.4.10,國=7,英=7,,,,,有
051522,長榮大學,應用日語學系觀光文化組,10,底標,--,--,--,--,--,--,15,5,--,--,--,--,105.4.9,105.4.10,國=8,英=8,,,,,有
051532,長榮大學,應用日語學系經濟貿易組,10,底標,--,--,--,--,--,--,15,5,--,--,--,--,105.4.9,105.4.10,國=7,英=7,,,,,無
051542,長榮大學,應用哲學系公共參與組,9,--,--,--,--,--,底標,--,5.5,--,--,15,--,--,105.4.9,105.4.10,社=6,國=6,,,,,無
051552,長榮大學,應用哲學系生命關懷組,9,--,--,--,--,--,底標,--,5.5,--,--,15,--,--,105.4.9,105.4.10,社=6,國=8,,,,,無
051562,長榮大學,台灣文化創意產業學士學位學程工藝設計行銷組,11,--,--,--,--,--,底標,--,--,--,--,--,--,4.5,105.4.9,105.4.10,總=28,,,,,,無
051572,長榮大學,台灣文化創意產業學士學位學程台灣文創行銷組,11,--,--,--,--,--,底標,--,--,--,--,--,--,4.5,105.4.9,105.4.10,總=28,,,,,,無
051582,長榮大學,資訊管理學系,33,--,--,--,--,--,底標,--,--,3,6,--,--,10,105.4.9,105.4.10,總=28,數=1,英=5,,,,有
051592,長榮大學,資訊管理學系電子商務組,10,--,--,--,--,--,底標,--,--,5,7,--,--,10,105.4.9,105.4.10,總=29,數=2,英=4,,,,無
051602,長榮大學,資訊管理學系產學合作發展組,10,--,--,--,--,--,底標,--,--,5,7,--,--,10,105.4.9,105.4.10,總=29,數=2,英=3,,,,無
051612,長榮大學,科技工程與管理學系,27,底標,--,--,--,--,--,--,15,10,3,--,--,--,105.4.9,105.4.10,國=7,英=2,數=4,,,,有
051622,長榮大學,科技工程與管理學系積體電路設計與應用組,10,底標,--,--,--,--,--,--,15,10,5,--,--,--,105.4.9,105.4.10,國=7,英=3,數=2,,,,無
051632,長榮大學,科技工程與管理學系無人機設計與應用組,10,底標,--,--,--,--,--,--,15,10,5,--,--,--,105.4.9,105.4.10,國=7,英=2,數=2,,,,無
051642,長榮大學,科技工程與管理學系資電應用設計組,10,底標,--,--,--,--,--,--,15,10,5,--,--,--,105.4.9,105.4.10,國=7,英=4,數=3,,,,無
051652,長榮大學,資訊工程學系,10,底標,--,--,--,--,--,--,5,--,15,--,--,--,105.4.9,105.4.10,數=5,國=10,,,,,有
051662,長榮大學,資訊工程學系互動多媒體組,10,底標,--,--,--,--,--,--,5,--,15,--,--,--,105.4.9,105.4.10,數=2,國=8,,,,,有
051672,長榮大學,資訊工程學系產業發展組,13,底標,--,--,--,--,--,--,3.5,--,15,--,--,--,105.4.9,105.4.10,數=2,國=7,,,,,無
051682,長榮大學,數位內容設計學系,13,--,--,--,--,--,底標,--,--,3.5,6,--,--,10,105.4.9,105.4.10,總=28,數=1,英=5,,,,有
051692,長榮大學,數位內容設計學系App與網頁組,10,--,--,--,--,--,底標,--,--,5,7,--,--,10,105.4.9,105.4.10,總=28,數=2,英=3,,,,無
051702,長榮大學,數位內容設計學系特效與遊戲組,10,--,--,--,--,--,底標,--,--,5,7,--,--,10,105.4.9,105.4.10,總=28,數=3,英=5,,,,有
051712,長榮大學,創新互動設計學士學位學程互動多媒體組,11,底標,--,--,--,--,--,--,4.5,--,15,--,--,--,105.4.9,105.4.10,數=1,國=9,,,,,有
051722,長榮大學,創新互動設計學士學位學程創意美學組,11,底標,--,--,--,--,--,--,4.5,--,15,--,--,--,105.4.9,105.4.10,數=1,國=7,,,,,有
056012,國立臺灣藝術大學,圖文傳播藝術學系,10,均標,均標,均標,均標,均標,--,--,--,--,--,--,--,3,105.4.2,105.4.2,總=63,,,,,,有
056022,國立臺灣藝術大學,廣播電視學系,10,均標,均標,--,均標,--,--,--,5,5,--,5,--,3,105.4.2,105.4.2,國+英+社=39,總=61,,,,,有
056032,國立臺灣藝術大學,電影學系,10,均標,前標,--,--,--,--,--,3,3,--,--,--,--,105.4.1,105.4.1,國+英=28,,,,,,有
058012,國立暨南國際大學,中國語文學系,25,前標,均標,--,均標,--,均標,--,5,4,--,3,--,--,--,--,國=12,英=9,社=12,,,,有
058022,國立暨南國際大學,外國語文學系,15,均標,前標,--,均標,--,--,--,6,7,3,5,--,--,105.4.9,105.4.9,英=12,國=11,社=11,數=7,,,有
058032,國立暨南國際大學,社會政策與社會工作學系,10,均標,均標,--,均標,--,均標,--,5,7,--,--,--,--,105.4.9,105.4.9,英=10,國=12,,,,,有
058042,國立暨南國際大學,歷史學系,19,均標,均標,--,均標,--,--,--,7,6,--,3,--,--,105.4.8,105.4.9,國=10,英=9,社=13,,,,有
058052,國立暨南國際大學,東南亞學系東南亞組,14,均標,均標,--,均標,--,--,--,6,3,--,5,--,--,105.4.8,105.4.8,國=11,社=12,英=12,,,,有
058062,國立暨南國際大學,東南亞學系人類學組,7,均標,均標,--,均標,--,--,--,8,7,--,10,--,--,105.4.8,105.4.8,社=11,國=11,英=10,,,,有
058072,國立暨南國際大學,國際企業學系,20,均標,均標,均標,--,--,--,--,10,3,8,--,--,--,105.4.8,105.4.8,國=10,數=7,英=13,,,,有
058082,國立暨南國際大學,經濟學系,20,均標,均標,均標,--,--,--,--,7,6,3,--,--,--,--,--,國=12,英=10,數=9,,,,有
058092,國立暨南國際大學,資訊管理學系,25,--,均標,均標,--,--,--,--,--,6,3,--,--,--,105.4.8,105.4.8,英=9,數=9,,,,,有
058102,國立暨南國際大學,財務金融學系,20,均標,均標,均標,--,--,--,--,--,6,3,--,--,--,105.4.8,105.4.8,英=11,數=10,,,,,有
058112,國立暨南國際大學,觀光休閒與餐旅管理學系觀光休閒組,17,均標,前標,--,均標,--,--,--,8,3,--,6,--,--,105.4.8,105.4.8,國=10,社=10,英=12,,,,有
058122,國立暨南國際大學,觀光休閒與餐旅管理學系餐旅管理組,16,均標,前標,--,均標,--,--,--,8,3,--,6,--,--,105.4.8,105.4.8,國=10,社=10,英=12,,,,有
058132,國立暨南國際大學,國際文教與比較教育學系,22,均標,均標,--,--,--,--,--,3,7,--,--,--,--,105.4.8,105.4.8,英=9,國=12,,,,,有
058142,國立暨南國際大學,教育政策與行政學系,22,均標,均標,均標,均標,--,--,--,6,4,7,3,--,--,105.4.9,105.4.9,數=7,國=10,英=9,社=10,,,無
058152,國立暨南國際大學,諮商心理與人力資源發展學系諮商心理組,9,均標,均標,均標,--,--,--,--,10,5,4,--,--,--,105.4.9,105.4.9,國=10,英=11,數=8,,,,有
058162,國立暨南國際大學,諮商心理與人力資源發展學系終身學習與人力資源發展組,9,均標,均標,--,均標,--,--,--,6,4,--,10,--,8,105.4.9,105.4.9,社=10,總=44,國=11,英=11,,,有
058172,國立暨南國際大學,資訊工程學系,24,均標,均標,均標,--,均標,--,--,--,5,3,--,6,--,105.4.10,105.4.10,自=9,英=10,數=11,,,,有
058182,國立暨南國際大學,土木工程學系,20,--,均標,均標,--,均標,--,--,--,10,3,--,6,--,105.4.8,105.4.8,英=9,自=9,數=10,,,,有
058192,國立暨南國際大學,電機工程學系,26,--,均標,均標,--,均標,均標,--,--,5,3,--,6,--,105.4.8,105.4.8,自=10,英=10,數=11,,,,有
058202,國立暨南國際大學,應用化學系,19,--,均標,均標,--,均標,--,--,--,5,3,--,4,--,105.4.9,105.4.9,英=9,自=11,數=9,,,,有
058212,國立暨南國際大學,應用材料及光電工程學系,20,--,均標,均標,--,均標,均標,--,--,--,5,--,3,--,105.4.8,105.4.8,數=9,自=12,,,,,有
059012,南華大學,財務金融學系,32,--,--,--,--,--,底標,--,--,--,--,--,--,3,105.4.8,105.4.10,總=33,,,,,,有
059022,南華大學,企業管理學系經營管理組,39,--,--,--,--,--,底標,--,--,--,--,--,--,3,105.4.8,105.4.10,總=29,,,,,,有
059032,南華大學,企業管理學系行銷管理組,30,--,--,--,--,--,底標,--,--,--,--,--,--,3,105.4.8,105.4.10,總=28,,,,,,無
059042,南華大學,文化創意事業管理學系(文創行銷組),32,--,--,--,--,--,底標,--,--,--,--,--,--,3,105.4.8,105.4.10,總=28,,,,,,無
059052,南華大學,文化創意事業管理學系(休閒產業組),32,--,--,--,--,--,底標,--,--,--,--,--,--,3,105.4.8,105.4.10,總=28,,,,,,無
059062,南華大學,旅遊管理學系,50,--,--,--,--,--,底標,--,--,--,--,--,--,3,105.4.8,105.4.10,總=32,,,,,,有
059072,南華大學,管理學院國際企業學士學位學程,32,--,--,--,--,--,底標,--,--,--,--,--,--,3,105.4.8,105.4.10,總=28,,,,,,有
059082,南華大學,生死學系(社會工作組),30,--,--,--,--,--,底標,--,--,--,--,--,--,3,105.4.8,105.4.10,總=32,,,,,,有
059092,南華大學,生死學系(殯葬服務組),38,--,--,--,--,--,底標,--,--,--,--,--,--,3,105.4.8,105.4.10,總=32,,,,,,有
059102,南華大學,生死學系(諮商組),24,--,--,--,--,--,底標,--,--,--,--,--,--,3,105.4.8,105.4.10,總=34,,,,,,有
059112,南華大學,幼兒教育學系,30,--,--,--,--,--,底標,--,--,--,--,--,--,3,105.4.8,105.4.10,總=33,,,,,,有
059122,南華大學,文學系,30,--,--,--,--,--,底標,--,--,--,--,--,--,3,105.4.8,105.4.10,總=30,,,,,,有
059132,南華大學,外國語文學系,32,--,--,--,--,--,底標,--,--,--,--,--,--,3,105.4.8,105.4.10,總=33,,,,,,有
059142,南華大學,應用社會學系(社會學組),17,--,--,--,--,--,底標,--,--,--,--,--,--,3,105.4.8,105.4.10,總=35,,,,,,有
059152,南華大學,應用社會學系(社會工作組),25,--,--,--,--,--,底標,--,--,--,--,--,--,3,105.4.8,105.4.10,總=37,,,,,,有
059162,南華大學,傳播學系,39,--,--,--,--,--,底標,--,--,--,--,--,--,3,105.4.8,105.4.10,總=33,,,,,,有
059172,南華大學,國際事務與企業學系,37,--,--,--,--,--,底標,--,--,--,--,--,--,3,105.4.8,105.4.10,總=28,,,,,,無
059182,南華大學,視覺與媒體藝術學系,26,--,--,--,--,--,底標,--,--,--,--,--,--,3,105.4.8,105.4.10,總=33,,,,,,有
059192,南華大學,民族音樂學系,16,--,--,--,--,--,底標,--,8,--,--,--,--,3,105.4.8,105.4.10,國=6,總=28,,,,,無
059202,南華大學,建築與景觀學系(社會組),19,--,--,--,--,--,後標,--,--,--,--,--,--,3,105.4.8,105.4.10,總=35,,,,,,無
059212,南華大學,建築與景觀學系(自然組),16,--,--,--,--,--,後標,--,--,--,--,--,--,3,105.4.8,105.4.10,總=35,,,,,,有
059222,南華大學,創意產品設計學系,22,--,--,--,--,--,底標,--,--,--,--,--,--,3,105.4.8,105.4.10,總=35,,,,,,有
059232,南華大學,資訊工程學系網路多媒體組,25,--,--,--,--,--,底標,--,--,--,--,--,--,3,105.4.8,105.4.10,總=31,,,,,,有
059242,南華大學,資訊工程學系晶片系統組,35,--,--,--,--,--,底標,--,--,--,--,--,--,3,105.4.8,105.4.10,總=28,,,,,,無
059252,南華大學,自然生物科技學系,34,--,--,--,--,後標,底標,--,--,--,--,--,3,--,105.4.8,105.4.10,自=7,,,,,,有
059262,南華大學,資訊管理學系(資訊管理組),30,--,--,--,--,--,底標,--,--,--,--,--,--,3,105.4.8,105.4.10,總=31,,,,,,有
059272,南華大學,資訊管理學系(網路多媒體應用組),15,--,--,--,--,--,底標,--,--,--,--,--,--,3,105.4.8,105.4.10,總=31,,,,,,有
060012,國立臺灣體育運動大學,運動事業管理學系,12,後標,後標,--,--,--,--,--,4,4,--,--,--,--,105.4.9,105.4.9,國+英=21,,,,,,有
060022,國立臺灣體育運動大學,運動健康科學學系,23,後標,後標,--,--,後標,--,--,3,3,--,--,3,--,105.4.9,105.4.9,國+英+自=30,,,,,,有
060032,國立臺灣體育運動大學,運動資訊與傳播學系(傳播組),9,後標,後標,--,後標,--,--,--,4,4,--,4,--,--,105.4.9,105.4.9,國+英+社=34,,,,,,有
063012,國立臺南藝術大學,藝術史學系,14,--,均標,--,--,--,--,--,10,3.5,--,--,--,--,105.4.15,105.4.15,國=6,英=11,,,,,有
065012,玄奘大學,宗教與文化學系,13,底標,--,--,--,--,--,--,3.5,--,--,--,--,--,105.4.8,105.4.9,國=7,,,,,,無
065022,玄奘大學,社會工作學系,26,底標,--,--,--,--,--,--,3,--,--,--,--,--,105.4.8,105.4.9,國=9,,,,,,有
065032,玄奘大學,應用心理學系,31,--,--,--,底標,--,--,--,--,--,--,3,--,--,105.4.8,105.4.9,社=9,,,,,,有
065042,玄奘大學,法律學系,18,--,--,--,--,--,底標,--,--,--,--,--,--,3,105.4.8,105.4.9,總=34,,,,,,有
065052,玄奘大學,大眾傳播學系,37,底標,--,--,--,--,--,--,3,--,--,--,--,--,105.4.8,105.4.9,國=9,,,,,,有
065062,玄奘大學,大眾傳播學系-特色組,14,底標,--,--,--,--,--,--,3.5,--,--,--,--,--,--,--,國=7,,,,,,有
065072,玄奘大學,廣播與電視新聞學系,30,底標,--,--,--,--,--,--,3,--,--,--,--,--,105.4.8,105.4.9,國=8,,,,,,有
065082,玄奘大學,廣播與電視新聞學系-特色組,10,底標,--,--,--,--,--,--,5,--,--,--,--,--,--,--,國=7,,,,,,無
065092,玄奘大學,影劇藝術學系,29,底標,--,--,--,--,--,--,3,--,--,--,--,--,105.4.8,105.4.9,國=9,,,,,,有
065102,玄奘大學,影劇藝術學系-特色組,15,底標,--,--,--,--,--,--,3,--,--,--,--,--,--,--,國=8,,,,,,有
065112,玄奘大學,視覺傳達設計學系廣告設計組,17,底標,--,--,--,--,--,--,3,--,--,--,--,--,105.4.8,105.4.9,國=9,,,,,,有
065122,玄奘大學,視覺傳達設計學系廣告設計組-特色組,20,底標,--,--,--,--,--,--,3,--,--,--,--,--,--,--,國=8,,,,,,有
065132,玄奘大學,視覺傳達設計學系數位媒體組,16,底標,--,--,--,--,--,--,3,--,--,--,--,--,105.4.8,105.4.9,國=9,,,,,,有
065142,玄奘大學,視覺傳達設計學系數位媒體組-特色組,13,底標,--,--,--,--,--,--,3.5,--,--,--,--,--,--,--,國=7,,,,,,有
065152,玄奘大學,藝術與創意設計學系,34,底標,--,--,--,--,--,--,3,--,--,--,--,--,105.4.8,105.4.9,國=8,,,,,,有
065162,玄奘大學,藝術與創意設計學系-特色組,26,底標,--,--,--,--,--,--,3,--,--,--,--,--,--,--,國=7,,,,,,無
065172,玄奘大學,時尚設計學系,28,底標,--,--,--,--,--,--,3,--,--,--,--,--,105.4.8,105.4.9,國=8,,,,,,有
065182,玄奘大學,時尚設計學系-特色組,20,底標,--,--,--,--,--,--,3,--,--,--,--,--,--,--,國=7,,,,,,有
065192,玄奘大學,應用外語學系日語組,17,底標,--,--,--,--,--,--,3,--,--,--,--,--,105.4.8,105.4.9,國=9,,,,,,有
065202,玄奘大學,應用外語學系英語組,31,--,底標,--,--,--,--,--,--,3,--,--,--,--,105.4.8,105.4.9,英=6,,,,,,有
065212,玄奘大學,企業管理學系,25,底標,--,--,--,--,--,--,3,--,--,--,--,--,105.4.8,105.4.9,國=9,,,,,,有
065222,玄奘大學,企業管理學系-特色組,4,底標,--,--,--,--,--,--,6,--,--,--,--,--,--,--,國=7,,,,,,有
065232,玄奘大學,資訊管理學系,10,底標,--,--,--,--,--,--,5,--,--,--,--,--,105.4.8,105.4.9,國=8,,,,,,有
065242,玄奘大學,資訊管理學系-特色組,13,底標,--,--,--,--,--,--,3.5,--,--,--,--,--,--,--,國=7,,,,,,無
065252,玄奘大學,餐旅管理學系,58,底標,--,--,--,--,--,--,3,--,--,--,--,--,105.4.8,105.4.9,國=8,,,,,,有
065262,玄奘大學,餐旅管理學系-特色組,25,底標,--,--,--,--,--,--,3,--,--,--,--,--,--,--,國=7,,,,,,有
079012,真理大學,人文與資訊學系(台北校區),23,底標,--,--,後標,--,--,--,--,--,--,3,--,--,105.4.16,105.4.17,社=11,,,,,,有
079022,真理大學,宗教文化與組織管理學系(台北校區),12,底標,--,--,--,--,--,--,4,--,--,4,--,--,105.4.16,105.4.17,國+社=16,,,,,,有
079032,真理大學,宗教文化與組織管理學系-實務組(台北校區),8,底標,--,--,--,--,--,--,6,--,--,6,--,--,105.4.16,105.4.17,國+社=14,,,,,,無
079042,真理大學,英美語文學系(台北校區),48,--,後標,--,--,--,--,--,--,3,--,--,--,--,105.4.16,105.4.17,英=10,,,,,,有
079052,真理大學,應用日語學系(台北校區),42,後標,--,--,--,--,--,--,4,3,--,--,--,--,105.4.16,105.4.17,國=10,英=6,,,,,有
079062,真理大學,台灣文學系(台北校區),23,底標,--,--,--,--,--,--,3,--,--,--,--,--,105.4.16,105.4.16,國=10,,,,,,有
079072,真理大學,財務與精算學系精算與保險經營組(台北校區),20,--,--,底標,--,--,--,--,--,--,--,--,--,3,105.4.16,105.4.17,總=32,,,,,,有
079082,真理大學,財務與精算學系財務資訊組(台北校區),20,--,--,底標,--,--,--,--,--,--,--,--,--,3,105.4.16,105.4.17,總=33,,,,,,有
079092,真理大學,資訊工程學系(台北校區),52,--,--,底標,--,--,--,--,--,--,--,--,--,3,105.4.16,105.4.17,總=33,,,,,,有
079102,真理大學,法律學系(台北校區),51,--,--,--,--,--,底標,--,--,--,--,--,--,3,105.4.16,105.4.17,總=36,,,,,,有
079112,真理大學,會計資訊學系(台北校區),48,--,--,--,--,--,底標,--,--,--,--,--,--,3,105.4.16,105.4.17,總=35,,,,,,有
079122,真理大學,財務金融學系(台北校區),47,--,--,--,--,--,底標,--,3,4,5,--,--,--,105.4.16,105.4.17,數=1,英=4,國=8,,,,有
079132,真理大學,國際貿易學系(台北校區),45,--,--,--,--,--,底標,--,--,--,--,--,--,3,105.4.16,105.4.17,總=36,,,,,,有
079142,真理大學,財政稅務學系(台北校區),47,--,--,--,--,--,底標,--,--,--,--,--,--,3,105.4.16,105.4.17,總=35,,,,,,有
079152,真理大學,經濟學系(台北校區),48,--,--,--,--,--,底標,--,--,--,--,--,--,3,105.4.16,105.4.17,總=32,,,,,,有
079162,真理大學,工業管理與經營資訊學系(台北校區),48,--,底標,底標,--,--,--,--,--,3,3,--,--,--,105.4.16,105.4.17,英+數=10,,,,,,有
079172,真理大學,企業管理學系(台北校區),52,--,底標,--,--,--,--,--,--,3,--,--,--,--,105.4.16,105.4.17,英=8,,,,,,有
079182,真理大學,資訊管理學系(台北校區),51,底標,--,--,--,--,--,--,--,--,--,--,--,3,105.4.16,105.4.17,總=34,,,,,,有
079192,真理大學,運動管理學系(台北校區),42,--,底標,--,--,--,--,--,4,3,--,--,--,--,105.4.16,105.4.17,國=9,英=6,,,,,有
079202,真理大學,運動資訊傳播學系(台北校區),38,底標,--,--,--,--,--,--,3,--,--,4,--,--,105.4.16,105.4.16,社=9,國=9,,,,,有
079212,真理大學,觀光事業學系(台北校區),45,--,底標,--,底標,--,--,--,--,4,--,3,--,--,105.4.16,105.4.16,英=8,社=9,,,,,有
079222,真理大學,觀光數位知識學系(台北校區),42,底標,--,--,--,--,--,--,--,--,--,--,--,3,105.4.16,105.4.17,總=36,,,,,,有
079232,真理大學,休閒遊憩事業學系(台南校區),13,底標,--,--,--,--,--,--,3,4,--,3,--,--,105.4.16,105.4.17,英=5,國+社=16,,,,,有
099012,國立臺北大學,法律學系法學組,27,前標,前標,均標,前標,--,前標,--,2.5,3,--,--,--,3.5,105.4.15,105.4.15,總=64,英=13,國=13,,,,有
099022,國立臺北大學,法律學系司法組,27,前標,前標,均標,前標,--,前標,--,2.5,3,--,--,--,3.5,105.4.15,105.4.15,總=58,英=13,國=13,,,,有
099032,國立臺北大學,法律學系財經法組,27,前標,前標,均標,前標,--,前標,--,2.5,3,--,--,--,3.5,105.4.15,105.4.15,總=64,英=14,國=14,,,,有
099042,國立臺北大學,企業管理學系,49,均標,前標,前標,--,--,--,--,--,3,3,--,--,4,105.4.15,105.4.16,總=62,英+數=25,,,,,有
099052,國立臺北大學,金融與合作經營學系,15,均標,前標,前標,--,--,--,B級,--,3,5,--,--,--,105.4.15,105.4.15,數=12,英=14,,,,,有
099062,國立臺北大學,會計學系,23,均標,均標,均標,均標,均標,--,B級,--,2,2,--,--,--,105.4.15,105.4.15,英+數=27,,,,,,有
099072,國立臺北大學,統計學系,15,前標,前標,頂標,--,--,--,B級,--,--,--,--,--,2,--,--,總=65,,,,,,有
099082,國立臺北大學,休閒運動管理學系,36,均標,均標,均標,--,--,均標,--,--,--,--,--,--,3,105.4.15,105.4.15,總=59,,,,,,有
099092,國立臺北大學,公共行政暨政策學系,39,均標,均標,--,均標,--,--,--,5,4,--,2,--,--,105.4.16,105.4.16,國=13,英=13,社=14,,,,有
099102,國立臺北大學,財政學系,19,均標,均標,均標,均標,--,--,--,--,2,3,--,--,5,105.4.15,105.4.15,總=61,數=12,英=13,,,,有
099112,國立臺北大學,不動產與城鄉環境學系,36,均標,均標,均標,--,--,--,--,4,2,3,--,--,5,105.4.9,105.4.9,總=58,國=12,數=10,英=13,,,有
099122,國立臺北大學,經濟學系,24,均標,前標,前標,--,--,--,C級,4,3,2,--,--,5,105.4.15,105.4.15,總=62,國=12,英=13,數=12,,,有
099132,國立臺北大學,社會學系,23,--,前標,均標,--,--,--,--,2,3,5,--,--,--,105.4.9,105.4.9,數=8,英=14,國=12,,,,有
099142,國立臺北大學,社會工作學系,13,均標,均標,均標,--,--,--,--,3,2,5,--,--,--,105.4.16,105.4.16,數=10,國=13,英=12,,,,有
099152,國立臺北大學,中國文學系,14,頂標,均標,--,均標,--,均標,B級,3,8,--,10,--,--,105.4.16,105.4.16,社=10,英=9,國=14,,,,有
099162,國立臺北大學,應用外語學系,15,前標,前標,--,--,--,--,--,2,3,--,--,--,6,105.4.16,105.4.16,總=59,英=15,國=13,,,,有
099172,國立臺北大學,歷史學系,13,前標,均標,--,前標,--,--,--,4,5,--,3,--,--,105.4.16,105.4.16,英=12,國=12,社=14,,,,有
099182,國立臺北大學,資訊工程學系,29,--,均標,均標,--,均標,--,--,--,3,3,--,3,--,105.4.16,105.4.16,英+數+自=39,,,,,,有
099192,國立臺北大學,通訊工程學系,29,--,均標,均標,--,均標,--,--,--,5,3,--,10,--,--,--,自=12,英=13,數=11,,,,有
