科系代碼,學校,科系,招收人數,國文檢定,英文檢定,數學檢定,社會檢定,自然檢定,總級分檢定,英聽檢定,國文倍率,英文倍率,數學倍率,社會倍率,自然倍率,總級分倍率,第二試時間(起),第二試時間(訖),篩選一,篩選二,篩選三,篩選四,篩選五,篩選六,超額篩選
015122,逢甲大學,統計學系,83,--,--,--,--,--,均標,--,--,3,3,--,--,6,105.4.10,105.4.10,總=45,英+數=13,,,,,無
015132,逢甲大學,經濟學系,79,--,--,--,--,--,均標,--,--,--,--,--,--,3,105.4.8,105.4.8,總=45,,,,,,無
015142,逢甲大學,企業管理學系,67,--,--,--,--,--,均標,--,--,--,--,--,--,3,105.4.10,105.4.10,總=49,,,,,,有
015152,逢甲大學,行銷學系,77,--,--,--,--,--,均標,--,--,--,--,--,--,3,105.4.8,105.4.8,總=48,,,,,,有
015162,逢甲大學,應用數學系,75,--,--,均標,--,--,--,--,--,--,6,--,--,3,105.4.9,105.4.9,數=7,總=38,,,,,有
015172,逢甲大學,材料科學與工程學系,73,--,--,--,--,--,均標,--,--,--,3,--,3,6,105.4.8,105.4.8,總=45,數+自=20,,,,,有
015182,逢甲大學,環境工程與科學學系,70,--,--,--,--,後標,--,--,3,--,3,--,3,6,105.4.9,105.4.9,總=42,國+數+自=28,,,,,有
015192,逢甲大學,光電學系,73,--,--,後標,--,--,--,--,--,--,3,--,3,--,105.4.9,105.4.9,數+自=18,,,,,,有
015202,逢甲大學,中國文學系,36,均標,--,--,--,--,均標,--,3,--,--,--,--,12,105.4.10,105.4.10,總=45,國=10,,,,,無
015212,逢甲大學,外國語文學系,62,均標,均標,--,--,--,均標,--,--,3,--,--,--,10,105.4.9,105.4.9,總=45,英=12,,,,,有
015222,逢甲大學,資訊工程學系,106,--,--,後標,--,--,--,--,--,--,--,--,--,3,105.4.9,105.4.9,總=51,,,,,,有
015232,逢甲大學,電子工程學系,85,--,--,後標,--,--,--,--,--,--,--,--,--,3,105.4.9,105.4.9,總=48,,,,,,有
015242,逢甲大學,電機工程學系,64,--,--,--,--,--,均標,--,--,--,3,--,3,5,105.4.10,105.4.10,總=51,數+自=22,,,,,有
015252,逢甲大學,自動控制工程學系,78,--,--,後標,--,--,--,--,--,--,--,--,--,3,105.4.10,105.4.10,總=46,,,,,,有
015262,逢甲大學,資訊電機學院不分系榮譽班,76,--,--,--,--,--,均標,--,--,--,5,--,5,3,105.4.9,105.4.9,數+自=13,總=47,,,,,有
015272,逢甲大學,通訊工程學系,82,--,--,--,--,--,後標,--,--,--,--,--,--,3,105.4.9,105.4.9,總=46,,,,,,有
015282,逢甲大學,土木工程學系,62,--,--,後標,--,--,--,--,3,--,3,--,3,5,105.4.9,105.4.9,總=42,國+數+自=29,,,,,有
015292,逢甲大學,水利工程與資源保育學系,65,--,--,--,--,後標,--,--,--,--,3,--,3,5,105.4.9,105.4.9,總=23,數+自=14,,,,,有
015302,逢甲大學,都市計畫與空間資訊學系都市計畫組,33,--,--,--,--,--,均標,--,--,--,--,--,--,3,105.4.8,105.4.8,總=47,,,,,,無
015312,逢甲大學,都市計畫與空間資訊學系空間資訊組,34,--,--,--,--,--,均標,--,--,--,--,--,--,3,105.4.8,105.4.8,總=46,,,,,,有
015322,逢甲大學,運輸科技與管理學系,66,--,--,--,--,--,均標,--,3,3,3,--,--,5,105.4.8,105.4.8,總=45,國+英+數=25,,,,,無
015332,逢甲大學,土地管理學系,66,--,--,--,--,--,均標,--,3,3,3,--,--,5,105.4.9,105.4.9,總=45,國+英+數=23,,,,,無
015342,逢甲大學,財務金融學系,104,--,--,--,--,--,均標,--,--,--,--,--,--,3,105.4.9,105.4.9,總=48,,,,,,有
015352,逢甲大學,風險管理與保險學系,72,均標,均標,--,--,--,--,--,3,3,--,--,--,5,105.4.10,105.4.10,總=37,國+英=19,,,,,無
015362,逢甲大學,財務工程與精算學士學位學程,32,--,均標,均標,--,--,均標,--,--,3,4,--,--,5,105.4.8,105.4.8,總=45,數=7,英=9,,,,無
015372,逢甲大學,建築專業學院學士班,60,均標,後標,--,--,--,均標,--,3,3,--,--,--,5,105.4.9,105.4.9,總=45,國+英=21,,,,,有
015382,逢甲大學,商學與創新雙學士學位學程,26,--,--,--,--,--,前標,--,--,--,--,--,--,3,105.4.8,105.4.8,總=56,,,,,,無
016012,國立中央大學,中國文學系,15,前標,前標,--,均標,--,--,--,3,--,--,--,--,--,105.4.9,105.4.9,國=15,,,,,,有
016022,國立中央大學,英美語文學系,13,頂標,頂標,--,均標,--,--,--,20,3,--,--,--,--,105.4.9,105.4.9,國=13,英=15,,,,,有
016032,國立中央大學,法國語文學系,9,均標,均標,--,均標,--,--,--,6,3,--,10,--,--,105.4.9,105.4.9,社=13,國=13,英=14,,,,有
016042,國立中央大學,數學系,36,--,--,均標,--,--,--,--,--,6,3,--,6,--,105.4.9,105.4.9,英+自=21,數=14,,,,,有
016052,國立中央大學,物理學系,15,均標,均標,均標,--,均標,--,--,--,--,6,--,3,--,105.4.9,105.4.9,數=13,自=14,,,,,有
016062,國立中央大學,化學學系,13,均標,均標,均標,--,均標,--,--,--,--,6,--,3,--,105.4.9,105.4.9,數=12,自=14,,,,,有
016072,國立中央大學,光電科學與工程學系,19,均標,前標,前標,--,前標,--,--,--,5,5,--,5,3,105.4.9,105.4.9,英+數+自=35,總=54,,,,,無
016082,國立中央大學,土木工程學系,36,均標,均標,均標,--,均標,--,--,--,--,--,--,--,3,105.4.9,105.4.9,總=64,,,,,,有
016092,國立中央大學,機械工程學系光機電工程組,24,均標,均標,前標,均標,前標,--,--,--,3,3,--,3,--,105.4.9,105.4.9,英+數+自=40,,,,,,有
016102,國立中央大學,機械工程學系先進材料與精密製造組,24,均標,均標,前標,均標,前標,--,--,--,3,3,--,3,--,105.4.9,105.4.9,英+數+自=40,,,,,,有
016112,國立中央大學,機械工程學系設計與分析組,24,均標,均標,前標,均標,前標,--,--,--,3,3,--,3,--,105.4.9,105.4.9,英+數+自=39,,,,,,有
016122,國立中央大學,化學工程與材料工程學系,25,均標,前標,頂標,--,頂標,--,--,3,3,3,--,3,--,105.4.9,105.4.9,國+英+數+自=52,,,,,,有
016132,國立中央大學,企業管理學系,28,前標,前標,前標,--,--,--,--,10,10,10,--,--,3,105.4.8,105.4.8,國+英+數=34,總=63,,,,,有
016142,國立中央大學,資訊管理學系,40,--,--,--,--,--,前標,--,10,10,10,--,--,3,105.4.8,105.4.8,國+英+數=30,總=63,,,,,有
016152,國立中央大學,經濟學系,24,均標,均標,前標,--,--,--,--,10,10,10,--,--,3,105.4.9,105.4.9,國+英+數=29,總=64,,,,,有
016162,國立中央大學,財務金融學系,24,均標,前標,前標,--,--,前標,--,10,10,10,--,--,3,105.4.9,105.4.9,國+英+數=33,總=64,,,,,有
016172,國立中央大學,電機工程學系,67,均標,均標,均標,--,均標,--,--,--,3,6,--,6,--,105.4.9,105.4.9,數+自=26,英=13,,,,,有
016182,國立中央大學,資訊工程學系,49,均標,前標,前標,--,前標,--,--,--,4,3,--,5,3,105.4.8,105.4.8,自=13,英=13,數+總=77,,,,有
016192,國立中央大學,通訊工程學系,23,均標,均標,前標,--,均標,--,--,--,4,3,--,5,--,105.4.9,105.4.9,自=13,英=12,數=12,,,,有
016202,國立中央大學,大氣科學學系大氣組,15,均標,均標,前標,--,前標,--,--,--,--,6,--,6,3,105.4.10,105.4.10,數+自=25,總=66,,,,,有
016212,國立中央大學,大氣科學學系太空組,15,均標,均標,前標,--,前標,--,--,--,--,6,--,6,3,105.4.10,105.4.10,數+自=26,總=64,,,,,有
016222,國立中央大學,地球科學學系,27,均標,前標,前標,--,前標,--,--,--,6,6,--,3,--,105.4.9,105.4.9,英+數=22,自=13,,,,,有
016232,國立中央大學,客家語文暨社會科學學系,11,前標,均標,--,前標,--,--,--,6,--,--,6,--,4.5,105.4.9,105.4.9,國+社=24,總=54,,,,,有
016242,國立中央大學,生命科學系,13,--,前標,均標,--,前標,--,--,--,--,8,--,3.5,--,105.4.9,105.4.9,數=8,自=14,,,,,有
016252,國立中央大學,生醫科學與工程學系,9,--,前標,--,--,前標,--,--,--,5,--,--,5,--,105.3.25,105.3.25,英+自=28,,,,,,有
016262,國立中央大學,不分系招生(向日葵甲組),10,均標,均標,均標,--,均標,--,--,--,--,--,--,--,4,105.4.1,105.4.1,總=61,,,,,,有
016272,國立中央大學,不分系招生(向日葵乙組),5,均標,均標,--,均標,--,--,--,--,--,--,--,--,4,105.4.8,105.4.8,總=57,,,,,,有
017012,中國文化大學,哲學系,23,後標,--,底標,--,--,--,--,3,6,6,--,--,--,105.4.10,105.4.10,英+數=11,國=10,,,,,有
017022,中國文化大學,中國文學系中國文學組,51,均標,--,--,--,--,--,--,3,5,--,--,--,--,105.4.10,105.4.10,英=6,國=11,,,,,有
017032,中國文化大學,中國文學系文藝創作組,28,均標,--,--,--,--,--,--,3,5,--,--,--,--,105.4.10,105.4.10,英=6,國=11,,,,,有
017042,中國文化大學,史學系,26,均標,後標,--,均標,--,--,--,3,3,--,3,--,--,105.4.10,105.4.10,國+英+社=30,,,,,,有
017052,中國文化大學,日本語文學系,56,--,後標,--,--,--,--,--,3,4,--,--,--,--,105.4.10,105.4.10,英=10,國=10,,,,,有
017062,中國文化大學,韓國語文學系,23,均標,均標,--,--,--,--,--,3,3,--,--,--,--,105.4.10,105.4.10,國+英=22,,,,,,有
017072,中國文化大學,俄國語文學系,24,後標,後標,--,--,--,--,--,3,3,--,--,--,--,105.4.10,105.4.10,國+英=21,,,,,,有
017082,中國文化大學,英國語文學系,50,--,均標,--,--,--,--,--,--,3,--,--,--,--,105.4.10,105.4.10,英=12,,,,,,有
017092,中國文化大學,法國語文學系,20,後標,後標,--,--,--,--,--,3,3,--,--,--,--,105.4.10,105.4.10,國+英=23,,,,,,有
017102,中國文化大學,德國語文學系,23,後標,後標,--,--,--,--,--,3,3,--,--,--,--,105.4.10,105.4.10,國+英=22,,,,,,有
017112,中國文化大學,應用數學系,70,--,--,後標,--,--,--,--,3,3,4,--,--,--,105.4.9,105.4.10,數=4,國+英=9,,,,,無
017122,中國文化大學,光電物理學系,35,--,--,--,--,--,底標,--,--,--,3,--,--,--,105.4.9,105.4.9,數=3,,,,,,無
017132,中國文化大學,化學系,36,--,--,--,--,後標,--,--,--,--,--,--,3,6,105.4.9,105.4.9,總=20,自=9,,,,,有
017142,中國文化大學,地理學系,36,--,--,--,--,--,後標,--,3,--,--,--,--,--,105.4.9,105.4.9,國=9,,,,,,有
017152,中國文化大學,大氣科學系,36,--,--,均標,--,--,--,--,--,--,3,--,--,--,105.4.9,105.4.9,數=7,,,,,,無
017162,中國文化大學,地質學系,35,--,--,--,--,--,後標,--,--,7,6,--,3,--,105.4.9,105.4.9,英=2,數=3,自=9,,,,有
017172,中國文化大學,生命科學系,36,--,--,--,--,後標,--,--,--,3,--,--,5,--,105.4.9,105.4.9,自=9,英=7,,,,,有
017182,中國文化大學,法律學系法學組,88,底標,--,--,--,--,--,--,3,4,--,--,--,--,105.4.10,105.4.10,英=8,國=10,,,,,有
017192,中國文化大學,法律學系財經法律組,59,底標,--,--,--,--,--,--,3,4,--,--,--,--,105.4.10,105.4.10,英=7,國=10,,,,,有
017202,中國文化大學,政治學系,20,--,--,--,後標,--,--,--,3,3,--,--,--,--,105.4.9,105.4.9,國+英=18,,,,,,有
017212,中國文化大學,經濟學系,40,--,--,--,--,--,底標,--,--,3,5,--,--,--,--,--,數=7,英=7,,,,,有
017222,中國文化大學,勞工關係學系勞資關係組,34,底標,--,--,--,--,--,--,3,3,--,3,--,--,105.4.9,105.4.9,國+英+社=24,,,,,,有
017232,中國文化大學,勞工關係學系人力資源組,33,底標,--,--,--,--,--,--,3,3,--,3,--,--,105.4.9,105.4.9,國+英+社=25,,,,,,有
017242,中國文化大學,社會福利學系,40,底標,底標,--,--,--,--,--,--,3,5,--,--,--,105.4.9,105.4.9,數=6,英=8,,,,,有
017252,中國文化大學,行政管理學系,50,--,--,--,底標,--,--,--,--,3,--,3,--,--,105.4.9,105.4.9,英+社=20,,,,,,有
017262,中國文化大學,園藝暨生物技術學系,36,--,--,--,--,--,底標,--,--,--,--,--,3,6,105.4.9,105.4.9,總=32,自=9,,,,,有
017272,中國文化大學,動物科學系,34,--,--,--,--,後標,--,--,--,--,--,--,5,3,105.4.9,105.4.9,自=6,總=40,,,,,無
017282,中國文化大學,森林暨自然保育學系,40,--,--,--,--,--,後標,--,--,3,--,--,3,--,105.4.9,105.4.9,英+自=16,,,,,,有
017292,中國文化大學,土地資源學系,32,均標,--,--,--,--,--,--,--,3,--,--,--,6,105.4.9,105.4.9,總=30,英=7,,,,,有
017302,中國文化大學,生活應用科學系,19,--,--,--,--,--,底標,--,--,--,--,--,--,3,105.4.9,105.4.9,總=43,,,,,,有
017312,中國文化大學,保健營養學系,38,--,--,--,--,後標,--,--,--,3,--,--,5,--,105.4.9,105.4.9,自=7,英=8,,,,,有
017322,中國文化大學,化學工程與材料工程學系,52,--,--,--,--,底標,--,--,--,3,3,--,3,--,105.4.9,105.4.9,英+數+自=19,,,,,,有
017332,中國文化大學,電機工程學系,60,--,--,均標,--,--,--,--,--,3,3,--,--,--,--,--,英+數=12,,,,,,有
017342,中國文化大學,機械工程學系,65,--,--,底標,--,--,--,--,--,--,3,--,3,--,105.4.9,105.4.9,數+自=16,,,,,,無
017352,中國文化大學,紡織工程學系,42,--,--,--,--,底標,--,--,--,--,--,--,3,--,105.4.9,105.4.9,自=8,,,,,,有
017362,中國文化大學,資訊工程學系,65,--,--,底標,--,--,--,--,--,--,3,--,--,--,105.4.9,105.4.9,數=8,,,,,,有
017372,中國文化大學,國際貿易學系,71,--,後標,--,--,--,--,--,--,3,--,--,--,--,105.4.10,105.4.10,英=10,,,,,,有
017382,中國文化大學,國際企業管理學系,50,--,後標,--,--,--,--,--,--,3,--,--,--,--,105.4.10,105.4.10,英=10,,,,,,有
017392,中國文化大學,會計學系,35,底標,--,--,--,--,--,--,3,3,--,--,--,--,105.4.10,105.4.10,國+英=19,,,,,,有
017402,中國文化大學,觀光事業學系,55,--,後標,--,--,--,--,--,3,3,--,--,--,--,105.4.10,105.4.10,國+英=20,,,,,,有
017412,中國文化大學,資訊管理學系,75,--,後標,--,--,--,--,--,5,3,--,--,--,--,105.4.10,105.4.10,國=8,英=8,,,,,有
017422,中國文化大學,財務金融學系金融行銷組,15,底標,--,--,--,--,--,--,3,--,--,--,--,--,--,--,國=11,,,,,,有
017432,中國文化大學,財務金融學系財務金融組,40,--,--,底標,--,--,--,--,--,3,5,--,--,--,105.4.10,105.4.10,數=7,英=8,,,,,有
017442,中國文化大學,全球商務學士學位學程,37,--,均標,--,--,--,--,--,--,3,--,--,--,--,105.4.10,105.4.10,英=10,,,,,,有
017452,中國文化大學,新聞學系,54,後標,後標,--,--,--,--,--,3,3,--,--,--,--,105.4.10,105.4.10,國+英=21,,,,,,有
017462,中國文化大學,廣告學系,50,後標,後標,--,--,--,--,--,6,3,--,--,--,--,105.4.10,105.4.10,國=9,英=9,,,,,有
017472,中國文化大學,資訊傳播學系,60,後標,後標,後標,--,--,--,--,--,3,5,--,--,--,105.4.10,105.4.10,數=5,英=8,,,,,有
017482,中國文化大學,大眾傳播學系,53,底標,--,--,--,--,--,--,3,3,--,--,--,--,105.4.10,105.4.10,國+英=21,,,,,,有
017492,中國文化大學,市政暨環境規劃學系,34,--,後標,後標,--,--,--,--,--,3,3,--,--,--,105.4.10,105.4.10,英+數=14,,,,,,有
017502,中國文化大學,建築及都市設計學系,45,--,均標,--,--,--,--,--,3,3,3,--,--,--,105.4.10,105.4.10,國+英+數=24,,,,,,有
017512,中國文化大學,景觀學系,35,後標,後標,--,--,後標,--,--,--,3,--,--,--,--,105.4.10,105.4.10,英=9,,,,,,有
017522,中國文化大學,教育學系,40,均標,--,--,--,--,--,--,6,5,--,3,--,--,105.4.9,105.4.9,國=10,英=4,社=10,,,,有
017532,中國文化大學,心理輔導學系,35,--,--,後標,--,--,--,--,6,3,--,5,--,--,105.4.9,105.4.9,國=11,社=10,英=8,,,,有
017542,中國文化大學,戲劇學系,45,後標,--,--,--,--,--,--,5,5,--,--,--,--,105.4.9,105.4.10,國+英=19,,,,,,有
017552,中國文化大學,中國戲劇學系,51,底標,--,--,--,--,--,--,5,--,--,--,--,--,105.4.9,105.4.10,國=8,,,,,,有
018012,靜宜大學,英國語文學系,55,--,均標,--,--,--,--,B級,--,3,--,--,--,--,105.4.10,105.4.10,英=12,,,,,,有
018022,靜宜大學,英國語文學系-類繁星,15,--,均標,--,--,--,--,B級,--,3,--,--,--,--,--,--,英=12,,,,,,有
018032,靜宜大學,西班牙語文學系,60,後標,均標,--,--,--,後標,--,--,--,--,--,--,3,105.4.10,105.4.10,總=35,,,,,,有
018042,靜宜大學,西班牙語文學系-類繁星,17,後標,均標,--,--,--,後標,--,--,--,--,--,--,3,--,--,總=39,,,,,,有
018052,靜宜大學,日本語文學系,36,--,--,--,--,--,均標,--,--,--,--,--,--,3,105.4.10,105.4.10,總=46,,,,,,有
018062,靜宜大學,日本語文學系-類繁星,6,--,--,--,--,--,均標,--,--,--,--,--,--,5,--,--,總=45,,,,,,無
018072,靜宜大學,中國文學系,63,均標,--,--,--,--,後標,--,3,--,--,--,--,--,105.4.10,105.4.10,國=11,,,,,,有
018082,靜宜大學,中國文學系-類繁星,13,均標,--,--,--,--,後標,--,3.5,--,--,--,--,--,--,--,國=10,,,,,,有
018092,靜宜大學,社會工作與兒童少年福利學系,60,--,後標,--,--,--,後標,--,3,3,--,--,--,--,105.4.10,105.4.10,國+英=20,,,,,,有
018102,靜宜大學,社會工作與兒童少年福利學系-類繁星,13,--,後標,--,--,--,後標,--,3,3,--,--,--,--,--,--,國+英=20,,,,,,有
018112,靜宜大學,台灣文學系,30,均標,--,--,--,--,後標,--,3,--,--,--,--,3,105.4.10,105.4.10,國+總=51,,,,,,有
018122,靜宜大學,台灣文學系-類繁星,10,均標,--,--,--,--,後標,--,3,--,--,--,--,3,--,--,國+總=47,,,,,,無
018132,靜宜大學,法律學系,60,--,後標,--,--,--,--,--,--,3,--,10,--,--,105.4.10,105.4.10,社=5,英=9,,,,,有
018142,靜宜大學,法律學系-類繁星,10,--,後標,--,--,--,--,--,--,3,--,10,--,--,--,--,社=7,英=10,,,,,無
018152,靜宜大學,生態人文學系,30,--,--,--,--,--,後標,--,--,--,--,--,--,3,105.4.10,105.4.10,總=35,,,,,,無
018162,靜宜大學,生態人文學系-類繁星,10,--,--,--,--,--,後標,--,--,--,--,--,--,4.5,--,--,總=36,,,,,,無
018172,靜宜大學,大眾傳播學系,30,均標,均標,--,--,--,後標,--,--,--,--,--,--,3,105.4.10,105.4.10,總=40,,,,,,有
018182,靜宜大學,大眾傳播學系-類繁星,7,均標,均標,--,--,--,均標,--,--,--,--,--,--,4,--,--,總=45,,,,,,無
018192,靜宜大學,財務與計算數學系計算數學組,29,--,--,--,--,--,後標,--,--,--,3,--,--,4,105.4.10,105.4.10,總=35,數=7,,,,,有
018202,靜宜大學,財務與計算數學系計算數學組-類繁星,11,--,--,--,--,--,後標,--,--,--,3,--,--,4,--,--,總=35,數=4,,,,,無
018212,靜宜大學,財務與計算數學系財務工程組,32,--,--,--,--,--,後標,--,--,--,3,--,--,4,105.4.10,105.4.10,總=39,數=7,,,,,有
018222,靜宜大學,財務與計算數學系財務工程組-類繁星,8,--,--,--,--,--,後標,--,--,--,3,--,--,4,--,--,總=35,數=5,,,,,有
018232,靜宜大學,應用化學系(綠色能源組),10,--,--,--,--,--,後標,--,--,--,--,--,4,3,105.4.10,105.4.10,自=9,總=42,,,,,無
018242,靜宜大學,應用化學系(應用化學組),50,--,--,--,--,--,後標,--,--,--,--,--,4,3,105.4.10,105.4.10,自=6,總=40,,,,,有
018252,靜宜大學,應用化學系-類繁星,20,--,--,--,--,--,後標,--,--,--,--,--,4,3,--,--,自=8,總=36,,,,,無
018262,靜宜大學,食品營養學系營養與保健組,31,--,--,--,--,後標,後標,--,--,--,--,--,--,3,105.4.10,105.4.10,總=47,,,,,,有
018272,靜宜大學,食品營養學系營養與保健組-類繁星,10,--,--,--,--,後標,後標,--,--,--,--,--,--,5,--,--,總=43,,,,,,有
018282,靜宜大學,食品營養學系食品與生物技術組,28,--,--,--,--,後標,後標,--,--,--,--,--,--,3,105.4.10,105.4.10,總=45,,,,,,有
018292,靜宜大學,食品營養學系食品與生物技術組-類繁星,10,--,--,--,--,後標,後標,--,--,--,--,--,--,5,--,--,總=35,,,,,,無
018302,靜宜大學,化粧品科學系,60,--,--,--,--,後標,後標,--,--,--,--,--,--,3,105.4.10,105.4.10,總=38,,,,,,有
018312,靜宜大學,化粧品科學系-類繁星,25,--,--,--,--,後標,後標,--,--,--,--,--,--,3,--,--,總=35,,,,,,無
018322,靜宜大學,統計資訊學系(工業工程統計組),15,--,--,均標,--,--,--,--,--,--,--,--,--,3,105.4.10,105.4.10,總=28,,,,,,無
018332,靜宜大學,統計資訊學系(巨量資料暨商業智慧組),15,--,--,均標,--,--,--,--,--,--,--,--,--,3,105.4.10,105.4.10,總=36,,,,,,無
018342,靜宜大學,統計資訊學系-類繁星,10,--,--,均標,--,--,--,--,--,--,--,--,--,4,--,--,總=36,,,,,,無
018352,靜宜大學,企業管理學系(行銷運籌與創新管理組),24,--,--,--,後標,--,--,--,--,5,4,--,--,3,105.4.10,105.4.10,英=9,數=5,總=42,,,,有
018362,靜宜大學,企業管理學系(行銷運籌與創新管理組)-類繁星,7,--,--,--,--,--,後標,--,--,--,--,--,--,7,--,--,總=38,,,,,,有
018372,靜宜大學,企業管理學系(人力資源與創意管理組),24,--,--,--,後標,--,--,--,--,5,4,--,--,3,105.4.10,105.4.10,英=8,數=4,總=39,,,,有
018382,靜宜大學,企業管理學系(人力資源與創意管理組)-類繁星,7,--,--,--,--,--,後標,--,--,--,--,--,--,7,--,--,總=35,,,,,,無
018392,靜宜大學,企業管理學系(事業經營與創業管理組),24,--,--,--,後標,--,--,--,--,5,4,--,--,3,105.4.10,105.4.10,英=9,數=4,總=39,,,,有
018402,靜宜大學,企業管理學系(事業經營與創業管理組)-類繁星,6,--,--,--,--,--,後標,--,--,--,--,--,--,8,--,--,總=35,,,,,,無
018412,靜宜大學,國際企業學系,82,--,--,--,後標,--,--,--,--,3,--,--,--,5,105.4.10,105.4.10,總=27,英=8,,,,,有
018422,靜宜大學,國際企業學系-類繁星,15,--,--,--,後標,--,--,--,--,3,--,--,--,5,--,--,總=38,英=10,,,,,有
018432,靜宜大學,會計學系,72,--,--,--,--,--,後標,--,--,6,5,--,--,3,105.4.10,105.4.10,英=3,數=1,總=39,,,,有
018442,靜宜大學,會計學系-類繁星,20,--,--,--,--,--,後標,--,--,4,3,--,--,--,--,--,英=4,數=5,,,,,有
018452,靜宜大學,觀光事業學系,70,--,後標,後標,--,--,後標,C級,--,3,--,--,--,5,105.4.10,105.4.10,總=35,英=8,,,,,有
018462,靜宜大學,觀光事業學系-類繁星,25,--,後標,後標,--,--,後標,C級,--,3,--,--,--,5,--,--,總=35,英=6,,,,,無
018472,靜宜大學,財務金融學系,87,--,--,--,後標,--,--,--,--,--,3,--,--,6,105.4.10,105.4.10,總=21,數=5,,,,,有
018482,靜宜大學,財務金融學系-類繁星,15,--,--,--,後標,--,--,--,--,--,6,--,--,3,--,--,數=5,總=43,,,,,有
018492,靜宜大學,資訊管理學系(應用軟體開發組),12,--,後標,後標,--,--,後標,--,--,--,--,--,--,4,105.4.10,105.4.10,總=36,,,,,,無
018502,靜宜大學,資訊管理學系(行動與雲端商務組),30,--,後標,後標,--,--,後標,--,--,--,--,--,--,3,105.4.10,105.4.10,總=35,,,,,,無
018512,靜宜大學,資訊管理學系(商業智慧組),26,--,後標,後標,--,--,後標,--,--,--,--,--,--,3,105.4.10,105.4.10,總=36,,,,,,無
018522,靜宜大學,資訊管理學系-類繁星,15,--,後標,後標,--,--,後標,--,--,--,--,--,--,3,--,--,總=35,,,,,,無
018532,靜宜大學,資訊工程學系(智慧電子與數位系統設計組),48,--,--,--,--,--,後標,--,--,--,--,--,--,3,105.4.10,105.4.10,總=35,,,,,,無
018542,靜宜大學,資訊工程學系(智慧電子與數位系統設計組)類繁星,9,--,--,--,--,--,後標,--,--,--,--,--,--,5,--,--,總=40,,,,,,無
018552,靜宜大學,資訊工程學系(網路技術與雲端運算組),20,--,--,--,--,--,後標,--,--,--,--,--,--,3,105.4.10,105.4.10,總=43,,,,,,有
018562,靜宜大學,資訊工程學系(網路技術與雲端運算組)-類繁星,6,--,--,--,--,--,後標,--,--,--,--,--,--,5,--,--,總=37,,,,,,無
018572,靜宜大學,資訊傳播工程學系(遊戲設計組),34,後標,--,--,--,--,後標,--,--,--,--,--,--,3,105.4.10,105.4.10,總=42,,,,,,有
018582,靜宜大學,資訊傳播工程學系(互動藝術組),34,後標,--,--,--,--,後標,--,--,--,--,--,--,3,105.4.10,105.4.10,總=36,,,,,,無
018592,靜宜大學,資訊傳播工程學系-類繁星,15,後標,--,--,--,--,後標,--,--,--,--,--,--,3,--,--,總=35,,,,,,無
018602,靜宜大學,寰宇管理學士學位學程,45,--,均標,--,--,--,後標,--,--,5,--,--,--,3,105.4.10,105.4.10,英=9,總=36,,,,,無
018612,靜宜大學,寰宇外語教育學士學位學程,20,--,均標,--,--,--,--,B級,--,3,--,--,--,--,105.4.10,105.4.10,英=11,,,,,,有
018622,靜宜大學,寰宇外語教育學士學位學程-類繁星,10,--,均標,--,--,--,--,B級,--,5,--,--,--,--,--,--,英=9,,,,,,無
019012,大同大學,機械工程學系電子機械組,32,--,後標,--,--,--,--,--,--,--,5,--,3,--,105.4.1,105.4.2,數=7,自=10,,,,,有
019022,大同大學,機械工程學系精密機械組,32,--,後標,--,--,--,--,--,--,--,3,--,5,--,105.4.1,105.4.2,自=8,數=8,,,,,有
019032,大同大學,電機工程學系電機與系統組,28,--,--,後標,--,--,--,--,--,--,7,--,--,3,105.4.1,105.4.2,數=4,總=47,,,,,有
019042,大同大學,電機工程學系電子與通訊組,32,--,--,後標,--,--,--,--,--,7,3,--,--,--,105.4.1,105.4.2,英=2,數=8,,,,,有
019052,大同大學,化學工程學系,37,--,後標,--,--,--,--,--,--,--,5,--,3,--,105.4.1,105.4.2,數=3,自=10,,,,,有
019062,大同大學,工業設計學系,27,--,均標,--,--,--,--,--,--,4.5,--,--,--,3,105.4.1,105.4.1,英=11,總=54,,,,,有
019072,大同大學,事業經營學系,44,--,後標,--,--,--,--,--,--,3,--,6,--,--,105.4.1,105.4.2,社=4,英=10,,,,,有
019082,大同大學,資訊工程學系,59,--,後標,--,--,--,--,--,--,--,--,--,--,3,105.4.1,105.4.2,總=46,,,,,,有
019092,大同大學,材料工程學系,62,--,後標,--,--,--,--,--,5,--,--,--,3,--,105.4.1,105.4.2,國=4,自=9,,,,,有
019102,大同大學,生物工程學系,32,--,後標,--,--,--,--,--,--,--,--,--,3,5,105.4.1,105.4.2,總=26,自=9,,,,,有
019112,大同大學,資訊經營學系,22,--,--,--,--,--,底標,--,--,--,--,--,--,3,105.4.1,105.4.2,總=46,,,,,,有
019122,大同大學,媒體設計學系互動媒體設計組,13,--,後標,--,--,--,--,--,--,--,--,--,--,3,105.4.1,105.4.1,總=52,,,,,,無
019132,大同大學,媒體設計學系數位遊戲設計組,13,--,後標,--,--,--,--,--,--,--,--,--,--,3,105.4.1,105.4.1,總=52,,,,,,無
019142,大同大學,應用外語學系,19,--,均標,--,--,--,--,--,--,--,--,--,--,3,105.4.1,105.4.2,總=48,,,,,,有
020012,輔仁大學,中國文學系,69,均標,均標,--,均標,--,--,--,3,8,--,10,--,--,105.4.8,105.4.10,社=10,英=9,國=12,,,,有
