科系代碼,學校,科系,招收人數,國文檢定,英文檢定,數學檢定,社會檢定,自然檢定,總級分檢定,英聽檢定,國文倍率,英文倍率,數學倍率,社會倍率,自然倍率,總級分倍率,第二試時間(起),第二試時間(訖),篩選一,篩選二,篩選三,篩選四,篩選五,篩選六,超額篩選
051302,長榮大學,數位內容創作學士學位學程,27,--,--,--,--,--,底標,--,--,3,3,--,--,3,104.4.17,104.4.17,英+數+總=44,,,,,,有
051312,長榮大學,創新互動設計學士學位學程,26,--,--,--,--,--,底標,--,3,5,6,--,--,--,104.4.17,104.4.17,數=2,英=3,國=6,,,,無
056012,國立臺灣藝術大學,圖文傳播藝術學系,9,均標,均標,均標,均標,均標,--,--,--,--,--,--,--,3,104.4.3,104.4.3,總=65,,,,,,有
056022,國立臺灣藝術大學,廣播電視學系,10,均標,均標,--,均標,--,--,--,5,5,--,5,--,3,104.4.3,104.4.3,國+英+社=40,總=62,,,,,有
056032,國立臺灣藝術大學,電影學系,5,均標,前標,--,--,--,--,--,3,3,--,--,--,--,104.4.3,104.4.3,國+英=28,,,,,,有
058012,國立暨南國際大學,中國語文學系,25,前標,均標,--,均標,--,--,--,5,4,--,3,--,--,104.4.11,104.4.11,國=13,英=10,社=13,,,,有
058022,國立暨南國際大學,中國語文學系(公費生),1,頂標,前標,--,前標,--,--,--,10,7,--,5,--,--,104.4.11,104.4.11,國=14,英=14,社=14,,,,有
058032,國立暨南國際大學,外國語文學系,15,均標,前標,--,均標,--,--,--,6,7,3,5,--,--,104.4.11,104.4.11,英=13,國=12,社=12,數=7,,,有
058042,國立暨南國際大學,外國語文學系(公費生),1,前標,頂標,--,均標,--,--,--,6,7,--,5,--,--,104.4.11,104.4.11,英=15,國=14,社=13,,,,有
058052,國立暨南國際大學,社會政策與社會工作學系,11,均標,均標,--,均標,--,--,--,4,7,--,--,--,--,104.4.11,104.4.12,英=12,國=13,,,,,有
058062,國立暨南國際大學,歷史學系,19,均標,均標,--,均標,--,--,--,7,6,--,3,--,--,104.4.10,104.4.11,國=12,英=10,社=13,,,,有
058072,國立暨南國際大學,東南亞學系東南亞組,14,均標,均標,--,均標,--,--,--,6,3,--,5,--,--,104.4.10,104.4.10,國=11,社=12,英=12,,,,有
058082,國立暨南國際大學,東南亞學系人類學組,6,均標,均標,--,均標,--,--,--,8,6,--,10,--,--,104.4.10,104.4.10,社=11,國=12,英=10,,,,無
058092,國立暨南國際大學,國際文教與比較教育學系,22,均標,均標,--,--,--,--,--,3,7,--,--,--,--,104.4.11,104.4.11,英=10,國=13,,,,,有
058102,國立暨南國際大學,教育政策與行政學系,22,均標,均標,均標,--,--,--,--,6,3,7,--,--,--,104.4.12,104.4.12,數=7,國=11,英=11,,,,有
058112,國立暨南國際大學,終身學習與諮商心理學系,10,均標,均標,--,均標,--,--,--,6,3,--,8,--,--,104.4.12,104.4.12,社=13,國=13,英=11,,,,有
058122,國立暨南國際大學,國際企業學系,20,均標,均標,均標,--,--,--,--,10,3,8,--,--,--,104.4.11,104.4.11,國=11,數=7,英=12,,,,有
058132,國立暨南國際大學,經濟學系,20,均標,均標,均標,--,--,--,--,7,6,3,--,--,--,104.4.11,104.4.11,國=11,英=9,數=7,,,,無
058142,國立暨南國際大學,資訊管理學系,25,--,均標,均標,--,--,--,--,--,6,3,--,--,--,104.4.10,104.4.10,英=9,數=10,,,,,有
058152,國立暨南國際大學,財務金融學系,20,均標,均標,均標,--,--,--,--,--,6,3,--,--,--,104.4.10,104.4.10,英=11,數=10,,,,,有
058162,國立暨南國際大學,觀光休閒與餐旅管理學系觀光休閒組,17,均標,均標,均標,--,--,--,--,8,3,6,--,--,--,104.4.10,104.4.10,國=11,數=7,英=12,,,,有
058172,國立暨南國際大學,觀光休閒與餐旅管理學系餐旅管理組,16,均標,均標,均標,--,--,--,--,8,3,6,--,--,--,104.4.10,104.4.10,國=11,數=7,英=12,,,,有
058182,國立暨南國際大學,資訊工程學系,24,均標,均標,均標,--,均標,--,--,--,5,3,--,6,--,104.4.12,104.4.12,自=11,英=11,數=11,,,,有
058192,國立暨南國際大學,土木工程學系,20,--,均標,均標,--,均標,--,--,--,10,3,--,6,--,104.4.10,104.4.10,英=9,自=10,數=11,,,,有
058202,國立暨南國際大學,電機工程學系,26,--,均標,均標,--,均標,均標,--,--,5,3,--,6,--,104.4.10,104.4.10,自=11,英=11,數=11,,,,有
058212,國立暨南國際大學,應用化學系,19,--,均標,均標,--,均標,--,--,--,5,3,--,4,--,104.4.11,104.4.11,英=9,自=10,數=9,,,,有
058222,國立暨南國際大學,應用材料及光電工程學系,20,--,均標,均標,--,均標,均標,--,--,--,5,--,3,--,104.4.10,104.4.10,數=10,自=12,,,,,有
059012,南華大學,財務金融學系,32,--,--,底標,--,--,--,--,--,--,--,--,--,3,104.4.10,104.4.12,總=38,,,,,,有
059022,南華大學,企業管理學系,63,--,--,--,--,--,底標,--,--,--,3,--,--,--,104.4.10,104.4.12,數=5,,,,,,有
059032,南華大學,文化創意事業管理學系(文創行銷組),32,--,--,--,--,--,底標,--,--,--,--,3,--,--,104.4.10,104.4.12,社=10,,,,,,有
059042,南華大學,文化創意事業管理學系(休閒產業組),32,--,--,--,--,--,底標,--,--,--,--,3,--,--,104.4.10,104.4.12,社=10,,,,,,有
059052,南華大學,旅遊管理學系,55,--,--,--,底標,--,--,--,--,--,--,--,--,3,104.4.10,104.4.12,總=37,,,,,,有
059062,南華大學,管理學院國際企業學士學位學程,32,--,底標,--,--,--,--,--,--,3,--,--,--,--,104.4.10,104.4.12,英=4,,,,,,無
059072,南華大學,生死學系(社會工作組),30,--,--,--,--,--,後標,--,--,--,--,--,--,3,104.4.10,104.4.12,總=36,,,,,,無
059082,南華大學,生死學系(殯葬服務組),36,--,--,--,底標,--,--,--,--,--,--,--,--,3,104.4.10,104.4.12,總=36,,,,,,有
059092,南華大學,生死學系(諮商組),22,--,--,--,底標,--,--,--,--,--,--,--,--,3,104.4.10,104.4.12,總=36,,,,,,有
059102,南華大學,幼兒教育學系,30,底標,--,--,--,--,--,--,--,--,--,--,--,3,104.4.10,104.4.12,總=37,,,,,,有
059112,南華大學,文學系,30,底標,--,--,--,--,--,--,3,--,--,--,--,--,104.4.10,104.4.12,國=11,,,,,,有
059122,南華大學,外國語文學系,32,--,底標,--,--,--,--,B級,--,--,--,--,--,3,104.4.10,104.4.12,總=30,,,,,,有
059132,南華大學,應用社會學系(社會學組),17,底標,--,--,--,--,--,--,--,--,--,--,--,3,104.4.10,104.4.12,總=35,,,,,,有
059142,南華大學,應用社會學系(社會工作組),25,底標,--,--,--,--,--,--,--,--,--,--,--,3,104.4.10,104.4.12,總=40,,,,,,有
059152,南華大學,傳播學系,39,--,--,--,底標,--,--,--,--,--,--,--,--,3,104.4.10,104.4.12,總=37,,,,,,有
059162,南華大學,國際事務與企業學系,34,底標,--,--,--,--,--,--,3,--,--,--,--,--,104.4.10,104.4.12,國=10,,,,,,有
059172,南華大學,視覺與媒體藝術學系,26,--,--,--,--,--,底標,--,--,--,--,--,--,3,104.4.10,104.4.12,總=35,,,,,,有
059182,南華大學,民族音樂學系,18,底標,--,--,--,--,--,--,3,--,--,--,--,--,104.4.10,104.4.12,國=8,,,,,,有
059192,南華大學,建築與景觀學系(社會組),19,--,--,--,--,--,後標,--,--,--,--,--,--,3,104.4.10,104.4.12,總=40,,,,,,有
059202,南華大學,建築與景觀學系(自然組),16,--,--,--,--,--,後標,--,--,--,--,--,--,3,104.4.10,104.4.12,總=37,,,,,,有
059212,南華大學,創意產品設計學系,26,--,--,--,--,--,底標,--,--,--,--,--,--,3,104.4.10,104.4.12,總=38,,,,,,有
059222,南華大學,資訊工程學系(社會組),30,--,--,--,--,--,底標,--,--,--,--,3,3,--,104.4.10,104.4.12,社+自=17,,,,,,無
059232,南華大學,資訊工程學系(自然組),34,--,--,--,--,--,底標,--,3,--,--,--,3,--,104.4.10,104.4.12,國+自=18,,,,,,有
059242,南華大學,自然生物科技學系,30,底標,--,--,--,後標,底標,--,3,--,--,--,3,--,104.4.10,104.4.12,國+自=19,,,,,,有
059252,南華大學,資訊管理學系(資訊管理組),30,--,後標,--,後標,--,底標,--,3,3,--,3,--,--,104.4.10,104.4.12,國+英+社=23,,,,,,無
059262,南華大學,資訊管理學系(網路多媒體應用組),17,--,後標,--,後標,--,底標,--,3,3,--,3,--,--,104.4.10,104.4.12,國+英+社=25,,,,,,無
060012,國立臺灣體育運動大學,體育學系,30,後標,--,後標,--,--,--,--,3,--,--,--,--,--,104.4.18,104.4.18,國=12,,,,,,有
060022,國立臺灣體育運動大學,運動事業管理學系,12,後標,後標,--,--,--,--,--,4,4,--,--,--,--,104.4.18,104.4.18,國+英=22,,,,,,有
060032,國立臺灣體育運動大學,運動健康科學學系,23,後標,後標,--,--,後標,--,--,3,3,--,--,3,--,104.4.18,104.4.18,國+英+自=31,,,,,,有
060042,國立臺灣體育運動大學,運動資訊與傳播學系,9,後標,後標,--,後標,--,--,--,4,4,--,4,--,--,104.4.18,104.4.18,國+英+社=36,,,,,,無
063012,國立臺南藝術大學,藝術史學系,13,--,均標,--,--,--,--,--,10,3.5,--,--,--,--,104.4.17,104.4.17,國=8,英=11,,,,,有
065012,玄奘大學,宗教與文化學系,16,--,--,--,底標,--,--,--,--,--,--,3,--,--,--,--,社=8,,,,,,有
065022,玄奘大學,社會福利與社會工作學系,29,--,--,--,--,--,底標,--,--,--,--,--,--,3,104.4.17,104.4.18,總=36,,,,,,有
065032,玄奘大學,社會福利與社會工作學系-特色組,5,--,--,--,底標,--,--,--,--,--,--,10,--,--,--,--,社=7,,,,,,有
065042,玄奘大學,應用心理學系,31,--,--,--,--,--,底標,--,--,--,--,--,--,3,104.4.17,104.4.18,總=36,,,,,,有
065052,玄奘大學,應用心理學系-特色組,8,--,--,--,底標,--,--,--,--,--,--,6,--,--,--,--,社=8,,,,,,有
065062,玄奘大學,法律學系,35,--,--,--,--,--,底標,--,--,--,--,--,--,3,104.4.17,104.4.18,總=35,,,,,,有
065072,玄奘大學,法律學系-特色組,5,--,--,--,底標,--,--,--,--,--,--,10,--,--,--,--,社=8,,,,,,有
065082,玄奘大學,大眾傳播學系,33,--,--,--,--,--,底標,--,--,--,--,--,--,3,104.4.17,104.4.18,總=34,,,,,,有
065092,玄奘大學,大眾傳播學系-特色組,12,--,--,--,底標,--,--,--,--,--,--,4,--,--,--,--,社=9,,,,,,有
065102,玄奘大學,廣播與電視新聞學系數位內容製播組,19,--,--,--,--,--,底標,--,--,--,--,--,--,3,104.4.17,104.4.18,總=33,,,,,,有
065112,玄奘大學,廣播與電視新聞學系數位內容製播組-特色組,12,--,--,--,底標,--,--,--,--,--,--,4,--,--,--,--,社=8,,,,,,有
065122,玄奘大學,廣播與電視新聞學系圖書資訊管理組,11,--,--,--,--,--,底標,--,--,--,--,--,--,4.5,104.4.17,104.4.18,總=29,,,,,,有
065132,玄奘大學,廣播與電視新聞學系圖書資訊管理組-特色組,12,--,--,--,底標,--,--,--,--,--,--,4,--,--,--,--,社=7,,,,,,無
065142,玄奘大學,影劇藝術學系,27,--,--,--,--,--,底標,--,--,--,--,--,--,3,104.4.17,104.4.18,總=32,,,,,,有
065152,玄奘大學,影劇藝術學系-特色組,12,--,--,--,底標,--,--,--,--,--,--,4,--,--,--,--,社=8,,,,,,有
065162,玄奘大學,視覺傳達設計學系廣告設計組,13,--,--,--,--,--,底標,--,--,--,--,--,--,3.5,104.4.17,104.4.18,總=33,,,,,,有
065172,玄奘大學,視覺傳達設計學系廣告設計組-特色組,12,--,--,--,底標,--,--,--,--,--,--,4,--,--,--,--,社=7,,,,,,有
065182,玄奘大學,視覺傳達設計學系數位媒體組,11,--,--,--,--,--,底標,--,--,--,--,--,--,4.5,104.4.17,104.4.18,總=32,,,,,,有
065192,玄奘大學,視覺傳達設計學系數位媒體組-特色組,12,--,--,--,底標,--,--,--,--,--,--,4,--,--,--,--,社=8,,,,,,有
065202,玄奘大學,藝術與創意設計學系,27,--,--,--,--,--,底標,--,--,--,--,--,--,3,104.4.17,104.4.18,總=32,,,,,,有
065212,玄奘大學,藝術與創意設計學系-特色組,20,--,--,--,底標,--,--,--,--,--,--,3,--,--,--,--,社=9,,,,,,有
065222,玄奘大學,時尚設計學系,26,--,--,--,--,--,底標,--,--,--,--,--,--,3,104.4.17,104.4.18,總=33,,,,,,有
065232,玄奘大學,時尚設計學系-特色組,12,--,--,--,底標,--,--,--,--,--,--,4,--,--,--,--,社=8,,,,,,有
065242,玄奘大學,應用外語學系日語組,11,--,--,--,--,--,底標,--,--,--,--,--,--,4.5,104.4.17,104.4.18,總=35,,,,,,有
065252,玄奘大學,應用外語學系日語組-特色組,3,底標,--,--,--,--,--,--,10,--,--,--,--,--,--,--,國=9,,,,,,有
065262,玄奘大學,應用外語學系英語組,20,--,--,--,--,--,底標,--,--,--,--,--,--,3,104.4.17,104.4.18,總=28,,,,,,無
065272,玄奘大學,應用外語學系英語組-特色組,5,--,底標,--,--,--,--,--,--,10,--,--,--,--,--,--,英=4,,,,,,有
065282,玄奘大學,企業管理學系經營管理組,11,--,--,--,--,--,底標,--,--,--,--,--,--,4.5,104.4.17,104.4.18,總=32,,,,,,有
065292,玄奘大學,企業管理學系經營管理組-特色組,10,--,--,--,底標,--,--,--,--,--,--,5,--,--,--,--,社=7,,,,,,無
065302,玄奘大學,企業管理學系觀光行銷組,11,--,--,--,--,--,底標,--,--,--,--,--,--,4.5,104.4.17,104.4.18,總=29,,,,,,有
065312,玄奘大學,企業管理學系觀光行銷組-特色組,10,--,--,--,底標,--,--,--,--,--,--,5,--,--,--,--,社=7,,,,,,無
065322,玄奘大學,資訊管理學系,9,--,--,--,--,--,底標,--,--,--,--,--,--,5.5,104.4.17,104.4.18,總=34,,,,,,有
065332,玄奘大學,資訊管理學系-特色組,10,--,--,--,底標,--,--,--,--,--,--,5,--,--,--,--,社=8,,,,,,有
065342,玄奘大學,餐旅管理學系旅館管理組,27,--,--,--,--,--,底標,--,--,--,--,--,--,3,104.4.17,104.4.18,總=29,,,,,,有
065352,玄奘大學,餐旅管理學系旅館管理組-特色組,12,--,--,--,底標,--,--,--,--,--,--,4,--,--,--,--,社=8,,,,,,有
065362,玄奘大學,餐旅管理學系餐飲管理組,25,--,--,--,--,--,底標,--,--,--,--,--,--,3,104.4.17,104.4.18,總=34,,,,,,無
065372,玄奘大學,餐旅管理學系餐飲管理組-特色組,12,--,--,--,底標,--,--,--,--,--,--,4,--,--,--,--,社=8,,,,,,有
079012,真理大學,人文與資訊學系(台北校區),23,底標,--,--,後標,--,--,--,--,--,--,3,--,--,104.4.25,104.4.25,社=12,,,,,,有
079022,真理大學,宗教文化與組織管理學系(台北校區),20,--,--,--,底標,--,--,--,3,--,--,4,--,--,104.4.25,104.4.25,社=9,國=10,,,,,有
079032,真理大學,英美語文學系(台北校區),50,--,均標,--,--,--,--,--,--,3,--,--,--,--,104.4.25,104.4.25,英=10,,,,,,有
079042,真理大學,應用日語學系(台北校區),45,均標,--,--,--,--,--,--,4,3,--,--,--,--,104.4.25,104.4.25,國=11,英=7,,,,,有
079052,真理大學,台灣文學系(台北校區),22,底標,--,--,--,--,--,--,4,--,--,3,--,--,104.4.25,104.4.25,國=11,社=11,,,,,有
079062,真理大學,財務與精算學系精算與保險經營組(台北校區),20,--,--,底標,--,--,--,--,--,--,--,--,--,3,104.4.25,104.4.25,總=26,,,,,,有
079072,真理大學,財務與精算學系財務資訊組(台北校區),20,--,--,底標,--,--,--,--,--,--,--,--,--,3,104.4.25,104.4.25,總=30,,,,,,有
079082,真理大學,資訊工程學系(台北校區),52,--,--,底標,--,--,--,--,--,--,--,--,--,3,104.4.25,104.4.25,總=40,,,,,,有
079092,真理大學,法律學系(台北校區),49,--,--,--,--,--,底標,--,4,--,--,3,--,--,104.4.25,104.4.25,國=11,社=11,,,,,有
079102,真理大學,會計資訊學系(台北校區),48,--,--,--,--,--,底標,--,--,--,--,--,--,3,104.4.25,104.4.25,總=37,,,,,,有
079112,真理大學,財務金融學系(台北校區),47,--,--,--,--,--,底標,--,3,4,5,--,--,--,104.4.25,104.4.25,數=5,英=6,國=10,,,,有
079122,真理大學,國際貿易學系(台北校區),45,--,--,--,--,--,底標,--,--,--,--,--,--,3,104.4.25,104.4.25,總=40,,,,,,有
079132,真理大學,財政稅務學系(台北校區),47,--,--,--,--,--,底標,--,--,--,--,--,--,3,104.4.25,104.4.25,總=36,,,,,,有
079142,真理大學,經濟學系(台北校區),47,--,--,底標,--,--,--,--,--,--,3,--,--,--,104.4.25,104.4.25,數=6,,,,,,有
079152,真理大學,工業管理與經營資訊學系(台北校區),68,--,底標,底標,--,--,--,--,--,3,3,--,--,--,104.4.25,104.4.25,英+數=10,,,,,,有
079162,真理大學,企業管理學系(台北校區),52,--,底標,--,--,--,--,--,--,3,--,--,--,--,104.4.25,104.4.25,英=8,,,,,,有
079172,真理大學,資訊管理學系(台北校區),50,底標,--,--,--,--,--,--,3,4,--,3,--,--,104.4.25,104.4.25,英=6,國+社=19,,,,,有
079182,真理大學,運動管理學系(台北校區),42,--,底標,--,--,--,--,--,4,3,--,--,--,--,104.4.25,104.4.25,國=10,英=6,,,,,有
079192,真理大學,運動資訊傳播學系(台北校區),23,底標,--,--,--,--,--,--,3,--,--,6,--,--,104.4.25,104.4.25,社=10,國=10,,,,,有
079202,真理大學,觀光事業學系(台北校區),45,--,底標,--,底標,--,--,--,--,4,--,3,--,--,104.4.25,104.4.25,英=8,社=10,,,,,有
079212,真理大學,觀光數位知識學系(台北校區),42,--,底標,--,--,--,--,--,--,--,--,--,--,3,104.4.25,104.4.25,總=36,,,,,,無
079222,真理大學,休閒遊憩事業學系(台南校區),27,底標,--,--,--,--,--,--,3,4,--,3,--,--,104.4.25,104.4.25,英=2,國+社=15,,,,,有
079232,真理大學,觀光暨服務產業學士學位學程(台南校區),20,底標,--,--,--,--,--,--,3,4,--,3,--,--,104.4.25,104.4.25,英=2,國+社=13,,,,,無
079242,真理大學,旅遊文化與健康產業學士學位學程(台南校區),20,--,--,--,底標,--,--,--,--,--,--,3,--,--,104.4.25,104.4.25,社=7,,,,,,無
079252,真理大學,運動健康與休閒學系(台南校區),27,底標,--,--,--,--,--,--,3,4,--,--,--,--,--,--,英=4,國=9,,,,,無
099012,國立臺北大學,法律學系法學組,27,前標,前標,均標,前標,--,前標,--,2.5,3,--,--,--,3.5,104.4.17,104.4.18,總=65,英=13,國=14,,,,有
099022,國立臺北大學,法律學系司法組,27,前標,前標,均標,前標,--,前標,--,2.5,3,--,--,--,3.5,104.4.17,104.4.18,總=66,英=14,國=14,,,,有
099032,國立臺北大學,法律學系財經法組,27,前標,前標,均標,前標,--,前標,--,2.5,3,--,--,--,3.5,104.4.17,104.4.18,總=65,英=14,國=14,,,,有
099042,國立臺北大學,企業管理學系,44,均標,前標,前標,--,--,--,--,--,3,3,--,--,4,104.4.17,104.4.17,總=63,英+數=25,,,,,有
099052,國立臺北大學,金融與合作經營學系,16,均標,前標,前標,--,--,--,B級,--,3,5,--,--,--,104.4.17,104.4.17,數=12,英=14,,,,,有
099062,國立臺北大學,會計學系,24,均標,均標,均標,均標,均標,--,--,--,3,2,--,--,--,104.4.17,104.4.17,英=14,數=13,,,,,有
099072,國立臺北大學,統計學系,15,前標,前標,頂標,--,--,--,B級,--,--,--,--,--,2,--,--,總=65,,,,,,有
099082,國立臺北大學,休閒運動管理學系,34,前標,前標,前標,--,--,前標,--,--,--,--,--,--,2.5,104.4.17,104.4.17,總=58,,,,,,無
099092,國立臺北大學,公共行政暨政策學系,40,均標,均標,--,均標,--,--,--,5,4,--,2,--,--,104.4.18,104.4.18,國=14,英=13,社=14,,,,有
099102,國立臺北大學,財政學系,20,均標,均標,均標,均標,--,--,--,--,2,3,--,--,5,104.4.17,104.4.17,總=62,數=12,英=14,,,,有
099112,國立臺北大學,不動產與城鄉環境學系,36,均標,均標,均標,--,--,--,--,4,2,3,--,--,5,104.4.18,104.4.18,總=54,國=12,數=10,英=13,,,有
099122,國立臺北大學,經濟學系,25,均標,前標,前標,--,--,--,C級,4,3,2,--,--,5,104.4.17,104.4.17,總=60,國=12,英=13,數=12,,,有
099132,國立臺北大學,社會學系,24,前標,前標,均標,前標,--,--,--,2,3,5,--,--,--,--,--,數=8,英=14,國=13,,,,有
099142,國立臺北大學,社會工作學系,13,均標,均標,均標,--,--,--,--,3,2,5,--,--,--,104.4.18,104.4.18,數=10,國=13,英=13,,,,有
099152,國立臺北大學,中國文學系,15,頂標,均標,--,均標,--,均標,B級,3,8,--,10,--,--,104.4.19,104.4.19,社=13,英=12,國=15,,,,有
099162,國立臺北大學,應用外語學系,15,前標,前標,--,--,--,--,--,2,3,--,--,--,6,104.4.18,104.4.18,總=61,英=15,國=14,,,,有
099172,國立臺北大學,歷史學系,12,前標,均標,--,前標,--,--,--,4,5,--,3,--,--,104.4.19,104.4.19,英=13,國=13,社=14,,,,有
099182,國立臺北大學,資訊工程學系,25,--,均標,均標,--,均標,--,--,--,3,3,--,3,--,104.4.18,104.4.18,英+數+自=39,,,,,,有
099192,國立臺北大學,通訊工程學系,30,--,均標,均標,--,均標,--,B級,--,5,3,--,10,--,--,--,自=9,英=12,數=11,,,,有
099202,國立臺北大學,電機工程學系,18,--,均標,均標,--,均標,--,B級,--,7,3,--,5,--,--,--,英=13,自=13,數=12,,,,有
100012,國立嘉義大學,教育學系,15,均標,--,--,--,--,底標,--,3,--,--,--,--,8,104.4.18,104.4.18,總=54,國=13,,,,,有
100022,國立嘉義大學,幼兒教育學系,30,均標,--,--,--,--,底標,--,3,--,--,--,--,5,104.4.18,104.4.18,總=51,國=13,,,,,有
100032,國立嘉義大學,特殊教育學系,16,均標,--,--,--,--,底標,--,3,--,--,--,--,6,104.4.18,104.4.18,總=52,國=13,,,,,有
100042,國立嘉義大學,輔導與諮商學系,15,前標,前標,--,--,--,--,C級,8,3,--,--,--,--,104.4.18,104.4.18,國=13,英=13,,,,,有
100052,國立嘉義大學,數位學習設計與管理學系,19,均標,均標,均標,--,--,--,--,8,3,--,--,--,--,104.4.18,104.4.18,國=11,英=12,,,,,無
100062,國立嘉義大學,中國文學系,22,前標,均標,底標,均標,底標,--,--,3,--,--,--,--,--,104.4.18,104.4.18,國=14,,,,,,有
100072,國立嘉義大學,外國語言學系英語教學組,11,均標,前標,--,--,--,--,A級,7,4.5,--,10,--,--,104.4.18,104.4.18,社=8,國=11,英=13,,,,有
100082,國立嘉義大學,外國語言學系應用外語組,11,均標,前標,--,--,--,--,A級,7,4.5,--,10,--,--,104.4.18,104.4.18,社=12,國=12,英=14,,,,有
100092,國立嘉義大學,應用歷史學系,20,均標,均標,--,均標,--,--,--,--,--,--,3,--,5,104.4.18,104.4.18,總=52,社=14,,,,,有
100102,國立嘉義大學,企業管理學系,18,均標,均標,均標,--,--,--,--,15,3,12,--,--,--,104.4.18,104.4.18,國=11,數=7,英=13,,,,有
100112,國立嘉義大學,應用經濟學系,20,均標,均標,前標,--,--,--,--,8,4,3,--,--,--,104.4.18,104.4.18,國=11,英=10,數=11,,,,有
100122,國立嘉義大學,生物事業管理學系,20,--,--,--,--,--,後標,C級,7,3,6,--,--,--,104.4.18,104.4.18,國=12,數=8,英=10,,,,有
100132,國立嘉義大學,資訊管理學系,22,--,均標,均標,--,--,--,--,--,5,3,--,--,--,104.4.18,104.4.18,英=11,數=10,,,,,有
100142,國立嘉義大學,財務金融學系,18,均標,均標,均標,--,--,--,--,10,5,3,--,--,--,104.4.18,104.4.18,國=12,英=12,數=10,,,,有
100152,國立嘉義大學,行銷與觀光管理學系,20,均標,均標,均標,--,--,--,B級,10,8,3,--,--,--,--,--,國=11,英=10,數=10,,,,有
100162,國立嘉義大學,農藝學系,20,--,--,--,--,均標,--,--,--,--,--,--,--,3,104.4.11,104.4.11,總=59,,,,,,有
100172,國立嘉義大學,園藝學系,16,--,--,--,--,--,底標,B級,--,--,--,--,--,3,104.4.11,104.4.11,總=58,,,,,,有
100182,國立嘉義大學,森林暨自然資源學系,20,--,--,--,--,--,底標,--,--,--,--,--,--,3,104.4.11,104.4.11,總=57,,,,,,有
100192,國立嘉義大學,木質材料與設計學系,20,--,--,--,--,--,底標,--,--,--,--,--,--,3,104.4.11,104.4.11,總=54,,,,,,有
100202,國立嘉義大學,動物科學系,21,--,均標,--,--,均標,--,--,--,--,--,--,--,3,104.4.11,104.4.11,總=60,,,,,,有
100212,國立嘉義大學,獸醫學系,22,--,--,--,--,--,底標,B級,--,--,--,--,--,3,104.4.11,104.4.11,總=68,,,,,,有
100222,國立嘉義大學,生物農業科技學系,13,--,--,--,--,--,底標,--,12,10,10,--,3.5,--,104.4.11,104.4.11,國=12,英+數=18,自=12,,,,有
100232,國立嘉義大學,景觀學系,20,--,--,--,--,--,底標,--,--,--,--,--,--,3,104.4.11,104.4.11,總=54,,,,,,有
100242,國立嘉義大學,植物醫學系,16,--,--,--,--,均標,--,--,--,--,--,--,--,3,104.4.11,104.4.11,總=59,,,,,,有
100252,國立嘉義大學,應用數學系,20,--,均標,均標,--,均標,--,--,--,8,3,--,6,--,104.4.11,104.4.11,英=9,自=9,數=11,,,,有
100262,國立嘉義大學,電子物理學系,25,--,均標,均標,--,均標,--,--,--,8,6,--,5,3,104.4.11,104.4.11,英=9,數=7,自=11,總=57,,,有
100272,國立嘉義大學,應用化學系,22,--,均標,均標,--,前標,--,--,--,4,--,--,3,--,104.4.11,104.4.11,英=11,自=12,,,,,有
100282,國立嘉義大學,資訊工程學系,20,--,均標,均標,--,後標,--,--,--,6,6,--,--,3,104.4.11,104.4.11,英+數=22,總=60,,,,,有
100292,國立嘉義大學,生物機電工程學系,22,--,均標,均標,--,均標,--,--,--,10,3,--,5,--,104.4.11,104.4.11,英=9,自=9,數=10,,,,有
100302,國立嘉義大學,土木與水資源工程學系,19,--,--,均標,--,均標,--,B級,--,10,3,--,8,--,104.4.11,104.4.11,英=4,自=9,數=11,,,,有
100312,國立嘉義大學,電機工程學系,23,--,均標,均標,--,均標,--,--,--,6,6,--,5,3,104.4.11,104.4.11,英+數=22,自=12,總=61,,,,有
100322,國立嘉義大學,機械與能源工程學系,20,均標,均標,均標,均標,均標,--,--,--,10,3,--,6,--,104.4.11,104.4.11,英=9,自=10,數=11,,,,有
100332,國立嘉義大學,食品科學系,18,--,均標,均標,--,均標,--,--,--,6,8,--,3,--,104.4.11,104.4.11,數=8,英=11,自=12,,,,有
100342,國立嘉義大學,生化科技學系,20,--,均標,均標,--,均標,--,B級,--,10,--,--,3,--,104.4.11,104.4.11,英=9,自=13,,,,,有
100352,國立嘉義大學,生物資源學系,20,--,--,--,--,--,均標,--,--,5,--,--,3,--,104.4.11,104.4.11,英=11,自=11,,,,,有
100362,國立嘉義大學,水生生物科學系,17,--,--,--,--,均標,--,--,--,3,--,--,8,--,104.4.11,104.4.11,自=10,英=12,,,,,有
100372,國立嘉義大學,微生物免疫與生物藥學系,22,--,均標,--,--,均標,--,C級,--,--,--,--,3,--,104.4.11,104.4.11,自=13,,,,,,有
100382,國立嘉義大學,幼兒教育學系(公費生),1,頂標,--,--,--,--,--,--,10,--,--,--,--,--,104.4.18,104.4.18,國=14,,,,,,有
100392,國立嘉義大學,教育學系甲組(公費生),1,頂標,--,前標,--,--,--,--,10,--,15,--,--,--,104.4.18,104.4.18,數=12,國=14,,,,,有
100402,國立嘉義大學,教育學系乙組(公費生),1,頂標,--,前標,--,--,--,--,10,--,15,--,--,--,104.4.18,104.4.18,數=12,國=14,,,,,有
101012,國立高雄大學,西洋語文學系,10,均標,前標,--,均標,--,--,--,6,3,--,--,--,--,104.4.18,104.4.18,國=13,英=14,,,,,有
