科系代碼,學校,科系,學測國文,學測英文,學測數學,學測社會,學測自然,學測總級分,國文,英文,數學甲,數學乙,物理,化學,生物,歷史,地理,公民,英聽
03207,國立臺北教育大學,教育學系,--,--,--,--,--,--,1.50,2.00,--,1.25,--,--,--,1.00,--,1.00,--
03209,國立臺北教育大學,心理與諮商學系,--,--,--,--,--,--,1.50,1.50,--,1.50,--,--,--,1.00,1.00,--,B
03210,國立臺北教育大學,語文與創作學系語文師資組,均標,--,--,--,--,--,2.00,2.00,--,1.00,--,--,--,1.00,1.00,--,--
03211,國立臺北教育大學,自然科學教育學系,--,--,--,--,--,--,1.25,1.00,1.00,--,1.50,1.50,--,--,--,--,--
03213,國立臺北教育大學,數學暨資訊教育學系資訊組,--,--,--,--,--,--,1.50,1.00,2.00,--,--,--,--,--,--,--,--
03214,國立臺北教育大學,藝術與造形設計學系設計組,--,--,--,--,--,--,1.25,1.50,--,2.00,--,--,--,--,--,--,--
03215,國立臺北教育大學,資訊科學系,--,--,--,--,--,--,1.00,2.00,2.00,--,2.00,--,--,--,--,--,--
03216,國立臺北教育大學,教育經營與管理學系,前標,前標,--,--,--,--,1.50,1.50,--,1.50,--,--,--,--,--,1.00,B
03217,國立臺北教育大學,語文與創作學系文學創作組,--,--,--,--,--,--,2.00,2.00,--,--,--,--,--,1.00,1.00,--,--
03218,國立臺北教育大學,數位科技設計學系,--,--,--,--,--,--,1.00,1.50,1.50,--,1.00,--,--,--,--,--,--
03219,國立臺北教育大學,文化創意產業經營學系,均標,均標,--,--,--,--,1.25,1.50,--,1.00,--,--,--,1.00,1.00,--,--
03301,國立臺南大學,幼兒教育學系,--,--,--,--,--,--,2.00,1.25,--,1.00,--,--,--,1.00,1.00,--,--
03302,國立臺南大學,行政管理學系,--,--,--,--,--,--,1.50,1.50,--,1.00,--,--,--,1.00,--,1.00,--
03303,國立臺南大學,教育學系,--,--,--,--,--,--,1.50,1.50,--,1.50,--,--,--,1.00,1.00,--,--
03306,國立臺南大學,特殊教育學系,--,--,--,--,--,--,1.50,1.50,--,1.00,--,--,--,1.00,1.00,--,--
03307,國立臺南大學,國語文學系,--,--,--,--,--,--,1.50,1.25,--,1.00,--,--,--,1.25,1.00,--,--
03308,國立臺南大學,材料科學系,--,--,--,--,--,--,1.00,1.00,1.00,--,1.50,1.50,--,--,--,--,--
03309,國立臺南大學,應用數學系,--,--,--,--,--,--,1.00,1.50,2.00,--,1.50,1.00,--,--,--,--,--
03311,國立臺南大學,數位學習科技學系,--,--,--,--,--,--,1.50,1.75,2.00,--,--,--,--,--,--,--,--
03312,國立臺南大學,資訊工程學系,--,--,--,--,--,--,1.00,2.00,2.00,--,1.50,1.00,--,--,--,--,--
03313,國立臺南大學,生物科技學系,--,--,--,--,--,--,1.00,1.50,1.00,--,--,1.50,2.00,--,--,--,--
03314,國立臺南大學,電機工程學系,--,--,--,--,--,--,1.00,1.00,1.25,--,1.25,1.25,--,--,--,--,--
03315,國立臺南大學,綠色能源科技學系,--,--,--,--,--,--,1.00,1.00,1.50,--,1.50,1.50,--,--,--,--,--
03316,國立臺南大學,文化與自然資源學系,--,--,--,--,--,--,1.00,1.00,--,1.00,--,--,--,2.00,2.00,--,--
03317,國立臺南大學,諮商與輔導學系,--,--,--,--,--,--,1.50,1.50,--,1.50,--,--,--,--,--,1.00,--
03318,國立臺南大學,英語學系,--,--,--,--,--,--,1.25,2.00,--,--,--,--,--,1.00,1.00,--,--
03319,國立臺南大學,戲劇創作與應用學系,--,--,--,--,--,--,2.00,2.00,--,1.00,--,--,--,1.50,1.00,--,--
03320,國立臺南大學,經營與管理學系,--,--,--,--,--,--,1.50,2.00,--,2.00,--,--,--,1.00,1.00,--,--
03321,國立臺南大學,生態科學與技術學系,--,--,--,--,--,--,1.00,1.50,1.00,--,--,1.50,2.00,--,--,--,--
03401,國立東華大學,英美語文學系,--,--,--,--,--,--,1.50,1.75,--,1.00,--,--,--,1.00,1.00,--,--
03402,國立東華大學,觀光暨休閒遊憩學系,--,--,--,--,--,--,1.00,2.00,--,1.00,--,--,--,1.00,2.00,--,--
03403,國立東華大學,企業管理學系,--,--,--,--,--,--,1.50,2.00,--,2.00,--,--,--,--,--,--,--
03404,國立東華大學,資訊管理學系,--,--,--,--,--,--,1.00,1.75,--,2.00,--,--,--,--,--,--,--
03405,國立東華大學,化學系,--,--,--,--,--,--,1.00,1.00,1.00,--,1.00,2.00,--,--,--,--,--
03406,國立東華大學,物理學系物理組,--,--,--,--,--,--,1.00,1.00,1.50,--,2.00,1.00,--,--,--,--,--
03407,國立東華大學,華文文學系,--,--,--,--,--,--,2.00,1.00,--,--,--,--,--,1.00,--,--,--
03408,國立東華大學,歷史學系,--,--,--,--,--,--,1.00,1.25,--,1.00,--,--,--,1.50,1.00,--,--
03409,國立東華大學,應用數學系統計科學組,--,--,--,--,--,--,1.00,1.00,1.50,--,1.00,1.00,--,--,--,--,--
03410,國立東華大學,材料科學與工程學系,--,--,--,--,--,--,1.00,1.00,1.00,--,1.00,1.00,--,--,--,--,--
03411,國立東華大學,經濟學系,--,--,--,--,--,--,1.00,1.75,--,2.00,--,--,--,--,--,--,--
03412,國立東華大學,諮商與臨床心理學系,--,--,--,--,--,--,1.50,1.50,1.50,--,--,--,1.00,--,--,--,--
03413,國立東華大學,會計學系,--,--,--,--,--,--,1.50,2.00,--,2.00,--,--,--,--,--,--,--
03414,國立東華大學,財務金融學系,--,均標,--,--,--,--,1.00,1.50,--,2.00,--,--,--,--,--,--,--
03415,國立東華大學,應用數學系數學科學組,--,--,--,--,--,--,1.00,1.00,1.50,--,1.00,1.00,--,--,--,--,--
03416,國立東華大學,生命科學系,--,--,--,--,--,--,1.00,1.75,1.00,--,--,1.50,1.75,--,--,--,--
03417,國立東華大學,資訊工程學系資工組,--,--,--,--,--,--,1.50,2.00,2.00,--,--,--,--,--,--,--,--
03418,國立東華大學,電機工程學系,--,--,--,--,--,--,1.00,1.00,1.00,--,1.00,1.00,--,--,--,--,--
03419,國立東華大學,國際企業學系,--,--,--,--,--,--,1.50,2.00,--,1.75,--,--,--,--,--,--,--
03420,國立東華大學,自然資源與環境學系,--,--,--,--,--,--,1.00,1.50,1.00,--,--,1.00,1.50,--,--,--,--
03422,國立東華大學,課程設計與潛能開發學系,--,--,--,--,--,--,2.00,2.00,--,1.00,--,--,--,1.00,--,2.00,--
03423,國立東華大學,中國語文學系,--,--,--,--,--,--,2.00,1.25,--,--,--,--,--,1.25,1.00,--,--
03424,國立東華大學,社會學系,--,--,--,--,--,--,1.25,1.25,--,1.00,--,--,--,1.00,--,1.25,--
03425,國立東華大學,幼兒教育學系,--,--,--,--,--,--,2.00,2.00,--,1.00,--,--,--,1.00,--,2.00,--
03427,國立東華大學,特殊教育學系,--,--,--,--,--,--,1.25,1.25,--,1.00,--,--,--,1.00,1.00,--,--
03428,國立東華大學,民族事務與發展學系,--,--,--,--,--,--,1.00,1.00,--,--,--,--,--,2.00,2.00,2.00,--
03429,國立東華大學,藝術創意產業學系,--,--,--,--,--,--,2.00,2.00,--,--,--,--,--,1.00,1.00,--,--
03431,國立東華大學,光電工程學系,--,--,--,--,--,--,1.00,1.00,1.00,--,1.00,1.00,--,--,--,--,--
03432,國立東華大學,臺灣文化學系,--,--,--,--,--,--,1.00,2.00,--,1.00,--,--,--,2.00,2.00,--,--
03433,國立東華大學,教育行政與管理學系,--,--,--,--,--,--,2.00,2.00,--,1.50,--,--,--,1.00,--,1.00,--
03434,國立東華大學,物理學系奈米與光電科學組,--,--,--,--,--,--,1.00,1.00,1.50,--,2.00,1.00,--,--,--,--,--
03435,國立東華大學,族群關係與文化學系,--,--,--,--,--,--,2.00,1.00,--,--,--,--,--,1.50,1.00,2.00,--
03436,國立東華大學,民族語言與傳播學系,--,--,--,--,--,--,2.00,2.00,--,--,--,--,--,1.00,1.00,1.50,--
03437,國立東華大學,公共行政學系,--,--,--,--,--,--,1.50,2.00,--,1.00,--,--,--,--,--,1.00,--
03438,國立東華大學,法律學士學位學程,--,--,--,--,--,--,1.50,1.50,--,--,--,--,--,1.00,--,1.25,--
03439,國立東華大學,管理學院管理科學與財金國際學士學位學程,--,均標,--,--,--,--,1.00,2.00,--,1.50,--,--,--,--,--,--,--
03445,國立東華大學,民族社會工作學士學位學程,--,--,--,--,--,--,1.00,1.00,--,--,--,--,--,2.00,2.00,2.00,--
03446,國立東華大學,資訊工程學系國際組,--,--,--,--,--,--,1.50,2.00,2.00,--,--,--,--,--,--,--,--
03503,臺北市立大學,幼兒教育學系,均標,--,--,--,--,--,2.00,2.00,--,1.50,--,--,--,1.00,1.00,--,--
03504,臺北市立大學,教育學系,--,--,--,--,--,--,2.00,2.00,--,2.00,--,--,--,1.00,1.00,--,--
03505,臺北市立大學,歷史與地理學系,--,--,--,--,--,--,1.50,1.00,--,1.00,--,--,--,1.50,1.50,--,--
03506,臺北市立大學,英語教學系,--,--,--,--,--,--,1.25,2.00,--,1.00,--,--,--,1.00,1.00,--,A
03507,臺北市立大學,特殊教育學系,--,--,--,--,--,--,2.00,1.50,--,1.50,--,--,--,--,--,--,B
03508,臺北市立大學,中國語文學系,--,--,--,--,--,--,2.00,1.00,--,1.00,--,--,--,1.00,1.00,--,--
03509,臺北市立大學,數學系,--,--,--,--,--,--,1.25,1.00,2.00,--,1.00,--,--,--,--,--,--
03510,臺北市立大學,資訊科學系,--,--,--,--,--,--,1.25,2.00,2.00,--,1.00,--,--,--,--,--,--
03511,臺北市立大學,應用物理暨化學系,--,--,--,--,--,--,1.25,1.00,1.00,--,1.50,1.50,--,--,--,--,--
03513,臺北市立大學,地球環境暨生物資源學系,--,--,--,--,--,--,1.25,1.50,1.25,--,1.00,1.00,--,--,--,--,--
03514,臺北市立大學,社會暨公共事務學系,--,--,--,--,--,--,1.50,1.50,--,1.00,--,--,--,1.00,--,2.00,--
03515,臺北市立大學,心理與諮商學系,--,--,--,--,--,--,1.50,2.00,--,1.50,--,--,--,1.00,1.00,--,C
03516,臺北市立大學,學習與媒材設計學系,--,--,--,--,--,--,1.50,2.00,--,2.00,--,--,--,--,--,--,--
03518,臺北市立大學,運動健康科學系,--,--,--,--,--,--,1.50,2.00,--,1.00,--,--,1.00,--,--,--,--
03519,臺北市立大學,城市發展學系,--,--,--,--,--,--,1.00,2.00,--,1.00,--,--,--,1.00,2.00,--,C
03520,臺北市立大學,都會產業經營與行銷學系,--,--,--,--,--,--,1.00,2.00,--,2.00,--,--,--,--,--,--,C
03521,臺北市立大學,衛生福利學系,--,--,--,--,--,--,1.00,2.00,--,2.00,--,--,--,--,--,--,C
03601,國立屏東大學,教育學系,--,--,--,--,--,--,1.50,1.50,--,1.25,--,--,--,1.00,--,--,--
03602,國立屏東大學,教育心理與輔導學系,--,--,--,--,--,--,1.50,1.50,--,1.25,--,--,--,1.00,--,--,--
03603,國立屏東大學,英語學系,--,--,--,--,--,--,1.00,2.00,--,--,--,--,--,1.00,--,--,--
03604,國立屏東大學,幼兒教育學系,--,--,--,--,--,--,1.50,1.50,--,1.00,--,--,--,1.00,1.00,--,--
03605,國立屏東大學,社會發展學系,--,--,--,--,--,--,1.00,1.00,--,--,--,--,--,1.00,1.00,1.00,--
03608,國立屏東大學,特殊教育學系,--,--,--,--,--,--,1.50,1.25,--,1.25,--,--,--,1.00,1.00,--,--
03609,國立屏東大學,中國語文學系,--,--,--,--,--,--,2.00,1.25,--,1.00,--,--,--,1.50,1.00,--,--
03610,國立屏東大學,應用化學系,--,--,--,--,--,--,--,1.00,1.00,--,--,1.50,--,--,--,--,--
03611,國立屏東大學,資訊科學系,--,--,--,--,--,--,1.50,2.00,2.00,--,--,--,--,--,--,--,--
03612,國立屏東大學,應用數學系,--,--,--,--,--,--,1.00,2.00,2.00,--,--,--,--,--,--,--,--
03614,國立屏東大學,應用物理系物理組,--,--,--,--,--,--,1.00,1.00,2.00,--,2.00,1.50,--,--,--,--,C
03615,國立屏東大學,文化創意產業學系,--,--,--,--,--,--,2.00,1.00,--,--,--,--,--,2.00,1.00,--,--
03616,國立屏東大學,應用物理系光電暨材料組,--,--,--,--,--,--,1.00,1.00,2.00,--,2.00,1.50,--,--,--,--,C
03617,國立屏東大學,科普傳播學系,--,--,--,--,--,--,1.25,1.00,1.00,--,1.00,1.00,--,--,--,--,--
03702,國立新竹教育大學,應用數學系,--,--,--,--,--,--,1.00,1.00,2.00,--,1.50,1.00,--,--,--,--,--
03703,國立新竹教育大學,教育與學習科技學系,--,均標,--,--,--,--,2.00,2.00,--,2.00,--,--,--,1.00,1.00,--,--
03704,國立新竹教育大學,幼兒教育學系,--,--,--,--,--,--,1.25,1.00,--,1.00,--,--,--,1.00,1.00,--,--
03705,國立新竹教育大學,環境與文化資源學系,--,--,--,--,--,--,1.00,1.00,--,--,--,--,--,1.50,1.50,1.50,--
03707,國立新竹教育大學,特殊教育學系,均標,均標,--,--,--,--,2.00,2.00,--,1.25,--,--,--,1.00,--,1.00,--
03708,國立新竹教育大學,中國語文學系,均標,--,--,--,--,--,2.00,1.50,--,1.00,--,--,--,1.00,1.00,--,--
03709,國立新竹教育大學,應用科學系生命科學組,--,--,--,--,--,--,1.00,1.50,1.00,--,--,1.00,1.50,--,--,--,B
03711,國立新竹教育大學,教育心理與諮商學系,--,--,--,--,--,--,1.50,2.00,--,1.50,--,--,--,--,--,--,--
03713,國立新竹教育大學,應用科學系材料科學組,--,--,--,--,--,--,1.00,1.00,1.50,--,1.50,1.50,--,--,--,--,B
03714,國立新竹教育大學,英語教學系,--,前標,--,--,--,--,1.50,2.00,--,1.50,--,--,--,1.00,1.00,--,A
03715,國立新竹教育大學,教育與學習科技學系(公費英語-桃園縣),--,頂標,--,--,--,--,2.00,2.00,--,2.00,--,--,--,1.00,1.00,--,--
03716,國立新竹教育大學,幼兒教育學系(公費-桃園縣),頂標,--,--,--,--,--,2.00,2.00,--,2.00,--,--,--,1.00,1.00,--,--
03718,國立新竹教育大學,教育與學習科技學系(公費音樂-桃園縣),--,頂標,--,--,--,--,2.00,2.00,--,2.00,--,--,--,1.00,1.00,--,--
03719,國立新竹教育大學,教育與學習科技學系(公費-新竹市),--,頂標,--,--,--,--,2.00,2.00,--,2.00,--,--,--,1.00,1.00,--,--
03801,國立臺東大學,幼兒教育學系,--,--,--,--,--,--,2.00,2.00,--,1.75,--,--,--,--,--,--,--
03802,國立臺東大學,教育學系,--,--,--,--,--,--,1.50,1.50,--,1.00,--,--,--,--,--,--,--
03803,國立臺東大學,身心整合與運動休閒產業學系,--,--,--,--,--,--,1.50,2.00,--,--,--,--,1.50,--,--,--,C
03804,國立臺東大學,文化資源與休閒產業學系,--,--,--,--,--,--,1.50,1.00,--,--,--,--,--,1.00,--,--,--
03805,國立臺東大學,應用數學系,--,--,--,--,--,--,2.00,1.50,2.00,--,--,--,--,--,--,--,--
03806,國立臺東大學,體育學系,--,--,--,--,--,--,2.00,1.50,--,1.00,--,--,--,--,--,--,--
03808,國立臺東大學,特殊教育學系,--,--,--,--,--,--,1.50,1.50,--,1.00,--,--,--,--,--,--,--
03810,國立臺東大學,應用科學系化學及奈米科學組,--,--,--,--,--,--,1.00,1.00,1.50,--,2.00,2.00,--,--,--,--,--
03811,國立臺東大學,資訊工程學系,--,--,--,--,--,後標,2.00,2.00,2.00,--,1.00,--,--,--,--,--,--
03812,國立臺東大學,資訊管理學系,--,--,--,--,--,--,1.50,2.00,--,2.00,--,--,--,--,--,--,--
03813,國立臺東大學,英美語文學系,--,--,--,--,--,--,1.50,2.00,--,--,--,--,--,1.00,1.00,--,B
03814,國立臺東大學,華語文學系,--,--,--,--,--,--,2.00,1.50,--,--,--,--,--,1.00,1.00,--,C
03815,國立臺東大學,生命科學系,--,--,--,--,--,--,1.50,1.00,--,--,--,1.00,2.00,--,--,--,C
03816,國立臺東大學,應用科學系應用物理組,--,--,--,--,--,--,1.00,1.00,1.50,--,2.00,2.00,--,--,--,--,--
03817,國立臺東大學,公共與文化事務學系,--,--,--,--,--,--,2.00,--,--,--,--,--,--,1.50,1.50,1.00,--
03818,國立臺東大學,數位媒體與文教產業學系,--,--,--,--,--,--,2.00,1.50,--,1.00,--,--,--,--,--,--,--
03901,國立體育大學,休閒產業經營學系,--,均標,--,--,--,--,2.00,2.00,--,1.25,--,--,--,--,--,--,--
03902,國立體育大學,體育推廣學系A,--,--,--,--,--,--,2.00,2.00,--,1.50,--,--,--,--,--,1.00,--
03906,國立體育大學,運動保健學系B,--,--,--,--,--,--,2.00,2.00,1.00,--,--,--,1.75,--,--,--,--
04001,元智大學,應用外語學系,--,均標,--,--,--,--,1.00,1.50,--,--,--,--,--,--,1.00,--,--
04002,元智大學,資訊工程學系(資訊電子組),--,--,--,--,--,--,1.00,1.00,1.00,--,1.00,1.00,--,--,--,--,--
04003,元智大學,管理學院學士班(主修：企業管理),--,--,--,--,--,--,1.00,1.00,--,1.00,--,--,--,--,--,--,--
04004,元智大學,管理學院學士班(主修：財務金融),--,--,--,--,--,--,1.00,1.00,--,1.00,--,--,--,--,--,--,--
04005,元智大學,管理學院學士班(主修：國際企業),--,--,--,--,--,--,1.00,1.00,--,1.00,--,--,--,--,--,--,--
04006,元智大學,管理學院學士班(主修：會計),--,--,--,--,--,--,1.00,1.00,--,1.00,--,--,--,--,--,--,--
04007,元智大學,資訊工程學系(資訊應用組),--,--,--,--,--,--,1.00,1.00,--,1.00,--,--,--,--,--,--,--
04008,元智大學,資訊傳播學系設計組,--,--,--,--,--,--,1.00,1.00,--,1.00,--,--,--,1.00,1.00,--,--
04009,元智大學,中國語文學系,--,--,--,--,--,--,1.50,1.00,--,--,--,--,--,1.00,--,--,--
04010,元智大學,社會暨政策科學學系,--,--,--,--,--,--,1.00,1.00,--,--,--,--,--,--,--,1.00,--
04011,元智大學,電機工程學系,--,--,--,--,--,--,--,1.00,1.25,--,1.25,--,--,--,--,--,--
04012,元智大學,機械工程學系,--,--,--,--,--,--,--,1.00,2.00,--,2.00,--,--,--,--,--,--
04013,元智大學,化學工程與材料科學學系,後標,均標,--,--,--,--,--,--,1.75,--,2.00,2.00,--,--,--,--,--
04014,元智大學,工業工程與管理學系(A組),--,--,--,--,--,--,1.50,1.75,2.00,--,--,--,--,--,--,--,--
04015,元智大學,通訊工程學系(電子電路組),--,--,--,--,--,--,1.00,1.00,1.00,--,1.00,1.00,--,--,--,--,--
04016,元智大學,資訊工程學系(資訊工程組),--,--,--,--,--,--,1.00,1.00,1.00,--,1.00,1.00,--,--,--,--,--
04017,元智大學,資訊管理學系,--,--,--,--,--,--,1.50,2.00,--,2.00,--,--,--,--,--,--,--
04018,元智大學,通訊工程學系(電子資通組),--,--,--,--,--,--,1.00,1.00,1.00,--,1.00,--,--,--,--,--,--
04019,元智大學,資訊傳播學系科技組,--,--,--,--,--,--,1.00,1.00,--,1.00,--,--,--,--,--,--,--
04020,元智大學,管理學院學士班(英語專班),--,均標,--,--,--,--,1.00,1.00,--,1.00,--,--,--,--,--,--,--
04021,元智大學,藝術與設計學系,--,--,--,--,--,--,1.00,1.00,--,--,--,--,--,1.00,--,--,--
04022,元智大學,光電工程學系,--,--,--,--,--,--,1.00,1.25,1.50,--,1.50,1.00,--,--,--,--,--
04023,元智大學,通訊工程學系(通訊工程組),--,--,--,--,--,--,1.00,1.00,1.00,--,1.00,--,--,--,--,--,--
04024,元智大學,工業工程與管理學系(B組),--,--,--,--,--,--,1.50,1.75,--,2.00,--,--,--,--,--,--,--
04101,國立中正大學,中國文學系,--,--,--,--,--,--,2.00,1.25,--,1.00,--,--,--,1.00,1.00,--,--
04102,國立中正大學,傳播學系,均標,均標,--,--,--,--,1.50,1.50,--,1.00,--,--,--,1.00,1.00,--,--
04103,國立中正大學,社會福利學系,--,後標,--,--,--,--,1.50,1.50,--,1.00,--,--,--,1.00,--,--,--
04104,國立中正大學,政治學系,--,--,--,--,--,--,1.00,2.00,--,1.00,--,--,--,1.00,--,1.50,B
04105,國立中正大學,機械工程學系,--,--,--,--,--,--,1.00,1.50,2.00,--,2.00,1.00,--,--,--,--,--
04106,國立中正大學,化學暨生物化學系,--,均標,--,--,均標,--,1.00,1.25,1.25,--,1.00,2.00,--,--,--,--,--
04107,國立中正大學,數學系,--,均標,--,--,均標,--,--,1.25,2.00,--,1.00,--,--,--,--,--,--
04108,國立中正大學,地球與環境科學系,--,均標,--,--,--,--,--,1.00,1.50,--,1.50,1.50,--,--,--,--,--
04109,國立中正大學,外國語文學系,--,--,--,--,--,--,1.00,2.00,--,1.00,--,--,--,1.00,1.00,--,--
04110,國立中正大學,成人及繼續教育學系,均標,均標,--,--,--,--,1.00,1.25,--,1.00,--,--,--,1.00,--,1.00,--
04111,國立中正大學,哲學系,--,--,--,--,--,--,1.50,2.00,--,2.00,--,--,--,1.00,--,1.00,--
04112,國立中正大學,歷史學系,--,--,--,--,--,--,1.50,1.50,--,--,--,--,--,2.00,1.00,--,--
04113,國立中正大學,犯罪防治學系,--,--,--,前標,--,--,1.25,1.50,--,1.00,--,--,--,--,--,1.50,--
04114,國立中正大學,企業管理學系,--,均標,--,--,--,--,1.50,2.00,--,2.00,--,--,--,--,--,--,--
04115,國立中正大學,財務金融學系,--,--,--,--,--,--,1.00,2.00,--,2.00,--,--,--,--,--,--,--
04116,國立中正大學,會計與資訊科技學系,--,均標,--,--,--,--,1.50,2.00,--,2.00,--,--,--,--,--,--,--
04117,國立中正大學,經濟學系,--,--,--,--,--,--,1.00,2.00,--,2.00,--,--,--,--,--,--,--
04118,國立中正大學,資訊管理學系,--,--,--,--,--,--,1.00,2.00,2.00,--,1.00,1.00,--,--,--,--,--
04119,國立中正大學,物理學系,--,--,--,--,--,--,1.00,1.00,1.50,--,1.50,1.00,--,--,--,--,--
04120,國立中正大學,心理學系,--,--,--,--,--,--,1.00,1.50,1.50,--,--,--,1.25,--,--,--,B
04121,國立中正大學,資訊工程學系,--,--,--,--,--,--,1.00,1.50,1.25,--,1.00,1.00,--,--,--,--,--
04122,國立中正大學,電機工程學系,--,--,--,--,--,--,1.00,1.25,1.25,--,1.25,1.00,--,--,--,--,--
04123,國立中正大學,法律學系法學組,--,--,--,--,--,--,1.50,1.50,--,1.00,--,--,--,1.00,--,1.00,--
04124,國立中正大學,法律學系法制組,--,--,--,--,--,--,1.50,1.50,--,1.00,--,--,--,1.00,--,1.00,--
04125,國立中正大學,財經法律學系,--,--,--,--,--,--,1.50,1.50,--,1.00,--,--,--,1.00,--,1.00,--
04126,國立中正大學,勞工關係學系,--,--,--,--,--,--,1.50,2.00,--,1.00,--,--,--,1.00,--,1.50,--
04127,國立中正大學,化學工程學系,--,--,--,--,--,--,1.00,1.25,1.25,--,1.00,1.25,--,--,--,--,B
04128,國立中正大學,通訊工程學系,--,--,--,--,--,--,1.00,1.25,1.25,--,1.25,1.00,--,--,--,--,--
04129,國立中正大學,生命科學系,均標,--,--,--,--,--,--,1.25,1.00,--,1.00,1.50,1.50,--,--,--,--
04201,大葉大學,視覺傳達設計學系,--,--,--,--,--,--,2.00,2.00,--,--,--,--,--,2.00,1.00,1.00,--
04203,大葉大學,空間設計學系(建築組),--,--,--,--,--,--,2.00,1.00,--,2.00,--,--,--,2.00,1.00,--,--
04204,大葉大學,企業管理學系(經營管理組),--,--,--,--,--,--,2.00,1.00,--,--,--,--,--,2.00,1.00,2.00,--
04205,大葉大學,資訊管理學系,--,--,--,--,--,--,2.00,--,--,1.00,--,--,--,2.00,2.00,--,--
04206,大葉大學,英語學系,--,--,--,--,--,--,2.00,2.00,--,--,--,--,--,1.00,1.00,2.00,--
04207,大葉大學,應用日語學系,--,--,--,--,--,--,2.00,1.00,--,--,--,--,--,2.00,1.00,2.00,--
04208,大葉大學,分子生物科技學系(基因科技組),--,--,--,--,--,--,2.00,--,--,--,--,1.75,2.00,--,--,--,--
04209,大葉大學,藥用植物與保健學系(中藥保健組),--,--,--,--,--,--,2.00,1.00,1.00,--,--,2.00,2.00,--,--,--,--
04211,大葉大學,藥用植物與保健學系(藥粧經絡組),--,--,--,--,--,--,2.00,--,--,--,--,1.75,2.00,--,--,--,--
04212,大葉大學,人力資源暨公共關係學系(人力資源管理組),--,--,--,--,--,--,2.00,1.00,--,--,--,--,--,2.00,1.00,2.00,--
04213,大葉大學,國際企業管理學系(行銷創意組),--,--,--,--,--,--,2.00,1.00,--,1.00,--,--,--,2.00,2.00,--,--
04214,大葉大學,工業工程與管理學系(產品開發組),--,--,--,--,--,--,2.00,2.00,--,1.00,--,--,--,2.00,1.00,--,--
04215,大葉大學,工業工程與管理學系(創新服務組),--,--,--,--,--,--,2.00,2.00,--,1.00,--,--,--,2.00,1.00,--,--
04216,大葉大學,烘培暨飲料調製學士學位學程,--,--,--,--,--,--,2.00,1.00,--,--,--,--,--,2.00,2.00,1.00,--
04217,大葉大學,環境工程學系(社會組),--,--,--,--,--,--,2.00,2.00,--,1.00,--,--,--,1.00,2.00,--,--
04218,大葉大學,機械與自動化工程學系(車輛科技與綠色能源組),--,--,--,--,--,--,2.00,2.00,1.00,--,2.00,1.00,--,--,--,--,--
04219,大葉大學,機械與自動化工程學系(微機電與精密機械組),--,--,--,--,--,--,2.00,2.00,1.00,--,2.00,1.00,--,--,--,--,--
04220,大葉大學,會計資訊學系(投資理財組),--,--,--,--,--,--,1.00,1.00,--,--,--,--,--,2.00,2.00,2.00,--
04221,大葉大學,生物資源學系(生態資源利用組),--,--,--,--,--,--,2.00,1.00,1.00,--,--,2.00,2.00,--,--,--,--
04222,大葉大學,歐洲文化與旅遊學士學位學程(德語組),--,--,--,--,--,--,2.00,1.00,--,--,--,--,--,1.00,2.00,2.00,--
04223,大葉大學,生物資源學系(生態旅遊與保育組),--,--,--,--,--,--,2.00,--,--,--,--,1.75,2.00,--,--,--,--
04224,大葉大學,電機工程學系,--,--,--,--,--,--,2.00,2.00,2.00,--,1.00,1.00,--,--,--,--,--
04225,大葉大學,電機工程學系(產學合作組),--,--,--,--,--,--,2.00,1.75,--,--,2.00,--,--,--,--,--,--
04226,大葉大學,休閒事業管理學系(休閒經營管理組),--,--,--,--,--,--,1.00,1.00,--,--,--,--,--,2.00,2.00,2.00,--
04227,大葉大學,運動健康管理學系,--,--,--,--,--,--,1.00,1.00,--,--,--,--,--,2.00,2.00,2.00,--
04228,大葉大學,財務金融學系,--,--,--,--,--,--,2.00,--,--,1.00,--,--,--,2.00,2.00,--,--
04229,大葉大學,綠色產品設計學士學位學程(綠色能源科技組),--,--,--,--,--,--,2.00,2.00,--,1.00,--,--,--,2.00,1.00,--,--
04230,大葉大學,資訊工程學系,--,--,--,--,--,--,2.00,1.75,--,2.00,--,--,--,--,--,--,--
04231,大葉大學,生物產業科技學系(應用生物科技組),--,--,--,--,--,--,2.00,--,--,--,--,1.75,2.00,--,--,--,--
04232,大葉大學,生物產業科技學系(食品科技組),--,--,--,--,--,--,2.00,--,--,--,--,1.75,2.00,--,--,--,--
04233,大葉大學,生物產業科技學系(美妝品科技組),--,--,--,--,--,--,2.00,--,--,--,--,1.75,2.00,--,--,--,--
04234,大葉大學,分子生物科技學系(生物醫學組),--,--,--,--,--,--,2.00,--,--,--,--,1.75,2.00,--,--,--,--
04235,大葉大學,多媒體數位內容學位學程,--,--,--,--,--,--,2.00,1.00,--,1.00,--,--,--,2.00,2.00,--,--
04236,大葉大學,材料科學與工程學系,--,--,--,--,--,--,2.00,1.00,1.00,--,2.00,2.00,--,--,--,--,--
04237,大葉大學,企業管理學系(行銷流通組),--,--,--,--,--,--,2.00,1.00,--,--,--,--,--,2.00,2.00,1.00,--
04238,大葉大學,環境工程學系(職業安全組),--,--,--,--,--,--,2.00,2.00,--,1.75,--,--,--,--,--,--,--
