科系代碼,學校,科系,學測國文,學測英文,學測數學,學測社會,學測自然,學測總級分,國文,英文,數學甲,數學乙,物理,化學,生物,歷史,地理,公民,英聽
01121,國立清華大學,理學院學士班,--,--,--,--,--,--,1.00,1.00,1.00,--,1.00,1.00,--,--,--,--,--
01122,國立清華大學,人文社會學院學士班,--,--,--,--,--,--,1.50,1.50,--,1.00,--,--,--,1.00,--,1.00,--
01123,國立清華大學,工學院學士班,--,--,--,--,--,--,1.00,1.00,1.00,--,1.00,1.00,--,--,--,--,--
01124,國立清華大學,生命科學院學士班,--,--,--,--,--,--,--,1.00,1.00,--,1.00,1.00,1.00,--,--,--,--
01125,國立清華大學,電機資訊學院學士班,--,--,--,--,--,--,1.00,1.00,1.00,--,1.00,1.00,--,--,--,--,--
01126,國立清華大學,計量財務金融學系乙組,--,--,--,--,--,--,1.00,1.50,--,1.50,--,--,--,--,--,--,--
01127,國立清華大學,原子科學院學士班,--,--,--,--,--,--,1.00,1.00,1.00,--,1.00,1.00,--,--,--,--,B
01128,國立清華大學,醫學科學系,--,--,--,--,--,--,--,1.25,1.00,--,1.00,1.25,1.00,--,--,--,--
01129,國立清華大學,資訊工程學系乙組(資訊工程組),--,--,--,--,--,--,1.00,1.00,1.00,--,1.00,1.00,--,--,--,--,--
01130,國立清華大學,動力機械工程學系乙組,--,--,--,--,--,--,1.00,1.00,1.00,--,1.00,1.00,--,--,--,--,--
01131,國立清華大學,經濟學系第2組,--,--,--,--,--,--,1.00,2.00,--,2.00,--,--,--,--,--,--,B
01132,國立清華大學,電機工程學系乙組,--,--,--,--,--,--,1.00,1.50,1.50,--,1.50,1.00,--,--,--,--,--
01201,中國醫藥大學,中醫學系甲組,--,--,--,--,--,--,1.00,1.00,1.50,--,--,1.00,1.00,--,--,--,--
01202,中國醫藥大學,公共衛生學系,--,--,--,--,--,--,2.00,1.00,1.50,--,--,1.00,2.00,--,--,--,--
01203,中國醫藥大學,牙醫學系,--,--,--,--,--,--,1.00,1.00,1.00,--,--,1.00,1.00,--,--,--,A
01204,中國醫藥大學,物理治療學系,--,--,--,--,--,--,1.00,2.00,1.00,--,1.00,--,1.25,--,--,--,--
01205,中國醫藥大學,營養學系,--,--,--,--,--,--,1.00,2.00,1.00,--,--,2.00,2.00,--,--,--,--
01206,中國醫藥大學,職業安全與衛生學系,--,--,--,--,--,--,2.00,1.00,1.50,--,--,2.00,1.00,--,--,--,--
01207,中國醫藥大學,醫學檢驗生物技術學系,--,--,--,--,--,--,1.00,1.75,--,--,1.00,1.50,1.75,--,--,--,--
01208,中國醫藥大學,醫務管理學系,--,後標,--,--,--,--,1.75,2.00,2.00,--,--,--,--,--,--,--,--
01209,中國醫藥大學,醫學系,--,--,--,--,--,--,--,1.00,1.00,--,1.00,1.00,1.00,--,--,--,--
01212,中國醫藥大學,藥學系,--,--,--,--,--,--,1.00,1.25,1.00,--,--,1.50,1.00,--,--,--,--
01213,中國醫藥大學,護理學系,--,--,--,--,--,--,1.00,2.00,1.00,--,--,1.50,1.50,--,--,--,--
01214,中國醫藥大學,生物科技學系,--,後標,--,--,均標,--,1.00,1.25,1.00,--,--,1.25,1.50,--,--,--,--
01215,中國醫藥大學,運動醫學系,--,--,--,--,--,--,--,2.00,1.00,--,1.25,1.00,1.50,--,--,--,C
01216,中國醫藥大學,中國藥學暨中藥資源學系,--,--,--,--,--,--,1.00,1.50,1.00,--,--,1.50,1.50,--,--,--,--
01217,中國醫藥大學,藥用化妝品學系,--,--,--,--,--,--,1.00,1.50,1.00,--,--,1.50,1.50,--,--,--,--
01218,中國醫藥大學,健康風險管理學系,--,--,--,--,--,--,1.00,1.50,1.50,--,--,1.50,1.00,--,--,--,--
01219,中國醫藥大學,生物醫學影像暨放射科學學系,--,後標,--,--,--,--,1.00,--,2.00,--,1.50,1.00,2.00,--,--,--,--
01220,中國醫藥大學,口腔衛生學系,--,--,--,--,--,--,1.00,1.50,1.00,--,--,1.00,1.25,--,--,--,C
01221,中國醫藥大學,中醫學系乙組,--,--,--,--,--,--,1.00,1.00,1.50,--,--,1.00,1.00,--,--,--,--
01301,國立交通大學,電機資訊學士班,均標,--,--,--,--,--,--,1.50,2.00,--,2.00,1.00,--,--,--,--,--
01302,國立交通大學,電子工程學系甲組,--,--,--,--,--,--,1.00,1.50,1.50,--,1.50,1.00,--,--,--,--,--
01303,國立交通大學,電機工程學系甲組,--,--,--,--,--,--,1.00,1.00,1.00,--,1.00,1.00,--,--,--,--,--
01304,國立交通大學,電機工程學系乙組,均標,--,--,--,--,--,--,1.00,2.00,--,2.00,1.50,--,--,--,--,--
01305,國立交通大學,資訊工程學系資電工程組,--,--,--,--,--,--,1.00,1.00,1.00,--,1.00,1.00,--,--,--,--,--
01306,國立交通大學,資訊工程學系資訊工程組,--,--,--,--,--,--,1.00,1.00,1.00,--,1.00,1.00,--,--,--,--,--
01307,國立交通大學,機械工程學系,--,--,--,--,--,--,1.00,1.00,1.00,--,1.00,1.00,--,--,--,--,--
01308,國立交通大學,土木工程學系,--,--,--,--,--,--,1.00,1.00,1.00,--,1.00,1.00,--,--,--,--,--
01309,國立交通大學,材料科學與工程學系,--,--,--,--,--,--,1.00,1.00,1.00,--,1.00,1.00,--,--,--,--,--
01310,國立交通大學,電子物理學系電子物理組,--,--,--,--,--,--,1.00,1.00,1.00,--,1.00,1.00,--,--,--,--,--
01311,國立交通大學,應用數學系,--,--,--,--,--,--,1.00,1.00,1.50,--,1.00,1.00,--,--,--,--,--
01312,國立交通大學,應用化學系,--,--,--,--,--,--,1.00,1.00,1.00,--,1.00,1.00,--,--,--,--,--
01313,國立交通大學,生物科技學系,前標,--,--,--,--,--,--,1.25,1.00,--,1.00,1.50,1.50,--,--,--,--
01314,國立交通大學,管理科學系,--,--,--,--,--,--,1.00,2.00,--,2.00,--,--,--,--,--,--,--
01315,國立交通大學,運輸與物流管理學系,--,--,--,--,--,--,1.00,1.50,1.50,--,1.00,--,--,--,--,--,--
01316,國立交通大學,工業工程與管理學系,--,--,--,--,--,--,1.00,1.50,1.50,--,1.00,1.00,--,--,--,--,--
01317,國立交通大學,外國語文學系,--,--,--,--,--,--,1.50,2.00,--,1.00,--,--,--,1.00,1.00,--,--
01318,國立交通大學,電子物理學系光電與奈米科學組,--,--,--,--,--,--,1.00,1.00,1.00,--,1.00,1.00,--,--,--,--,--
01319,國立交通大學,光電工程學系,--,--,--,--,--,--,1.00,1.00,1.50,--,1.00,1.00,--,--,--,--,--
